23670: ACCT,"Accounting Information Systems"
25735: EDPH,"Intro Teach Phys Ed"
25736: EDPH,"Intro To Hum Mvt"
25737: EDPH,"Intro To P Ed Men"
25738: EDPH,"Intro To Ped"
25739: EDPH,"Issues/Prob Hlth Ed"
25740: EDPH,"Issues/Prob Phys Ed"
25741: EDPH,"Jazz"
25742: EDPH,"Karate"
25743: EDPH,"Kinesiology"
25744: EDPH,"Lacrosse"
25745: EDPH,"Lacrosse Men"
25746: EDPH,"Lacrosse Women"
25747: EDPH,"Lasar-Pinwc"
25748: EDPH,"Lasar-Smqr"
25749: EDPH,"Lat Am Soc Dance"
25750: EDPH,"Leadershp In Rec"
25751: EDPH,"Meas Eval In P Ed"
25752: EDPH,"Measurement & Eval"
25753: EDPH,"Meth Teach Aquatics"
25754: EDPH,"Mod Dance & Ballet"
25755: EDPH,"Modern Dance"
25756: EDPH,"Motor Control"
25757: EDPH,"Motor Learn & Perf"
25758: EDPH,"Motor Learn Lab"
25759: EDPH,"Motor Learning"
25760: EDPH,"Motor Skills Wrkshp"
25761: EDPH,"Mvt For Actors"
25762: EDPH,"Non Swim M&W"
25763: EDPH,"Non Swimmer"
25764: EDPH,"Officiating"
25765: EDPH,"Orienteering"
25766: EDPH,"Outdoor Ed"
25767: EDPH,"Outdoor Ed/Marine En"
25768: EDPH,"Outdoor Education"
25769: EDPH,"Outdoor/Conserv Ed"
25770: EDPH,"P  Ed Elem Jhs"
25771: EDPH,"Par & Child Hlth"
25772: EDPH,"Personal & Community Hygiene"
25773: EDPH,"Personal Health"
25774: EDPH,"Phy Condition Men"
25775: EDPH,"Phys Cnd El In Ad"
25776: EDPH,"Phys Cnd Elem-Adv"
25777: EDPH,"Phys Cond Women"
25778: EDPH,"Phys Cond-Co-Ed"
25779: EDPH,"Phys Conditioning"
25780: EDPH,"Phys Ed Elem-Jr H.S."
25781: EDPH,"Phys Ed Men"
25782: EDPH,"Phys Fitness/Training"
25783: EDPH,"Phys Musc Act"
25784: EDPH,"Phys Musc Act Lab"
25785: EDPH,"Physical Cond El"
25786: EDPH,"Physical Inspct"
25787: EDPH,"Physio Exercise Trn"
25788: EDPH,"Physio Musc Activity"
25789: EDPH,"Physio Of Exer"
25790: EDPH,"Physio Princ Condit"
25791: EDPH,"Planning Facilities"
25792: EDPH,"Practicum Teaching"
25793: EDPH,"Pre-/Elem School"
25794: EDPH,"Princ Of Coaching"
25795: EDPH,"Princ/Found Phys Ed"
25796: EDPH,"Psych Sports Part"
25797: EDPH,"Psych Sports Partic"
25798: EDPH,"Quant Stat Methds"
25799: EDPH,"Quantitative Methods"
25800: EDPH,"Racket Sports"
25801: EDPH,"Raquetball"
25802: EDPH,"Recreation"
25803: EDPH,"Research"
25804: EDPH,"Research Curr Dev"
25805: EDPH,"Research In P E"
25806: EDPH,"Research In Phys Ed"
25807: EDPH,"Research P.E."
25808: EDPH,"School Health Progs"
25809: EDPH,"Self Defense"
25810: EDPH,"Ski El Int Adv Fr"
25811: EDPH,"Skiing"
25812: EDPH,"Skiing B/I/A"
25813: EDPH,"Skiing El Int Adv"
25814: EDPH,"Soc Of Sport"
25815: EDPH,"Soc Perspec Sport"
25816: EDPH,"Soccer"
25817: EDPH,"Soccer Elem"
25818: EDPH,"Softball"
25819: EDPH,"Softball/Soccer W"
25820: EDPH,"Spec Phys Educ"
25821: EDPH,"Special P E"
25822: EDPH,"Special Phys Educ"
25823: EDPH,"Stat Meth In Ped"
25824: EDPH,"Tap Dance"
25825: EDPH,"Tchng Aquatics"
25826: EDPH,"Teach Indiv Sports"
25827: EDPH,"Teach Team Sports"
25828: EDPH,"Team Sp Sk & Comb"
25829: EDPH,"Team Sports"
25830: EDPH,"Tennis"
25831: EDPH,"Track & Field"
25832: EDPH,"Track & Field Co-Ed"
25833: EDPH,"Training & Condition"
25834: EDPH,"Tumbling"
25835: EDPH,"Urban Health Iss"
25836: EDPH,"VT: Adv Workshop"
25837: EDPH,"VT: Begin Swimming"
25838: EDPH,"Var Outdoor Fld & Track"
25839: EDPH,"Vars Baseball"
25840: EDPH,"Vars Basketball M"
25841: EDPH,"Vars Basketball W"
25842: EDPH,"Vars Gymnastics"
25843: EDPH,"Vars Soccer"
25844: EDPH,"Vars Softball"
25845: EDPH,"Vars Swimming W"
25846: EDPH,"Vars Track Ind W"
25847: EDPH,"Vars Trck Outdr M"
25848: EDPH,"Vars Volleyball M"
25849: EDPH,"Vars Volleyball W"
25850: EDPH,"Varsity Teams"
25851: EDPH,"Volleyball"
25852: EDPH,"Volleyball Men"
25853: EDPH,"Volleyball Women"
25854: EDPH,"Volleybl Bsktbl"
25855: EDPH,"Vt: Adv Workshop"
25856: EDPH,"Vt:Adv Workshop"
25857: EDPH,"Vt:Aquatics"
25858: EDPH,"Vt:Physical Cond"
25859: EDPH,"Vt:Sem Hlth/Phys Ed"
25860: EDPH,"Vt:Sem Physical Educ"
25861: EDPH,"Vt:Sem Spec Phys Ed"
25862: EDPH,"Vt:Special Problems"
25863: EDPH,"Vt:Team Activities"
25864: EDPH,"Vt:Team Sports"
25865: EDPH,"Weight Trng Men"
25866: EDPH,"Wilder/Outdoor Skls"
25867: EDPH,"Womens Varsity Team"
25868: EDPH,"Workshop-Mod Gym"
25869: EDPH,"Wrestling"
25870: EDPH,"Wt Training"
25871: EDPH,"X-Country Skiing"
25872: EDSE,"Adv Sem: Rsch in For Lang Educ"
25873: EDSE,"Classroom Management"
25874: EDSE,"Clinical Experience in Foreign"
25875: EDSE,"Clinical Residency I"
25876: EDSE,"Clinical Residency II"
25877: EDSE,"Clinical Residency III"
25878: EDSE,"Cogn25879: EDSE,"Cognition in Learning Sci&Math"
25880: EDSE,"Community & Culture in Art Ed"
25881: EDSE,"Consult25882: EDSE,"Cont Ed Prin & Prac"
25883: EDSE,"Contemporary Educ"
25884: EDSE,"Contemporary Issues in ELA"
25885: EDSE,"Curr & Assmnt Teach Math"
25886: EDSE,"Curr & Assmnt Teaching Engl"
25887: EDSE,"Curr & Instr Foreign Lang Educ"
25888: EDSE,"Curr/Assmt Tch Lang"
25889: EDSE,"Curr/Assmt Tchg Sci"
25890: EDSE,"Curr/Assmt Tchg Soc St"
25891: EDSE,"Currc:  Theories & Controv"
25892: EDSE,"Curriculum Innova"
25893: EDSE,"Curriculum Innovation Sci Educ"
25894: EDSE,"Curriculum Innovation Soc Stud"
25895: EDSE,"Diff Teachng Div Lrnrs SecSchl"
25896: EDSE,"Digital Appl in Sci and Tech"
25897: EDSE,"Dvlmpt & Learn Mid Chldhd & Ad"
25898: EDSE,"Ed Psych25899: EDSE,"Edu & American Myth of Success"
25900: EDSE,"Educ of Immigrants’ Children"
25901: EDSE,"Education for Social Justice"
25902: EDSE,"Educational Foundations"
25903: EDSE,"Educational Psychology"
25904: EDSE,"Found Lit & Inst"
25905: EDSE,"Foundations25906: EDSE,"Globalization& Comparative Edu"
25907: EDSE,"Grp Beh & Cult Diff"
25908: EDSE,"Hist Ideas In Educ"
25909: EDSE,"History of Education in U.S."
25910: EDSE,"Hst25911: EDSE,"Human Dev & Learning"
25912: EDSE,"Human Development and Learning"
25913: EDSE,"Humanistic Psych"
25914: EDSE,"Imprv Read 2ndary"
25915: EDSE,"Independent Study"
25916: EDSE,"Indp & Grp Rdg"
25917: EDSE,"Init Clin Exp Soc Stds Sec Sch"
25918: EDSE,"Initial Exp In S.S Secdry Sch"
25919: EDSE,"Initl Exp In Secdry Sch - Engl"
25920: EDSE,"Initl Exp In Secdry Sch - Lang"
25921: EDSE,"Initl Exp In Secdry Sch - Math"
25922: EDSE,"Initl Exp In Secdry Sch - Sci"
25923: EDSE,"Interdis. Tch. Part II"
25924: EDSE,"Interdisciplinary Teach Part I"
25925: EDSE,"Intern Spec Subj"
25926: EDSE,"Intro Compara Ed"
25927: EDSE,"Lang Acquist &Learn Bilingual"
25928: EDSE,"Lang Iss In Tch En"
25929: EDSE,"Lang25930: EDSE,"Lang25931: EDSE,"Law and the Social Studies."
25932: EDSE,"Learning Theory in Education."
25933: EDSE,"Lit Across the Curriculum"
25934: EDSE,"Lit Asst & Instruction-Part II"
25935: EDSE,"Lit For Diverse Lrn"
25936: EDSE,"Lit In Content Areas"
25937: EDSE,"Literacy Assessment & Instruct"
25938: EDSE,"Literacy in Content Areas."
25939: EDSE,"Literature for Adolescents."
25940: EDSE,"Major Issues"
25941: EDSE,"Major Issues in Education"
25942: EDSE,"Mass Media Sch/Soc"
25943: EDSE,"Math & Mat Tesl"
25944: EDSE,"Math In H.S."
25945: EDSE,"Math In Jr/Mid Sch"
25946: EDSE,"Math In Sec School"
25947: EDSE,"Meas & Eval Tesl"
25948: EDSE,"Measurement and Evaluation"
25949: EDSE,"Meth/Mat For Lang"
25950: EDSE,"Method & Materials In TESL"
25951: EDSE,"Methods & Assess Tching Arts"
25952: EDSE,"Methods Teaching Engl Mid & HS"
25953: EDSE,"Methods Teaching Engl Mid & Hs"
25954: EDSE,"Methods Teaching Lang Mid & Hs"
25955: EDSE,"Methods Teaching Math Mid & HS"
25956: EDSE,"Methods Teaching Math Mid & Hs"
25957: EDSE,"Methods Teaching Sci Mid & HS"
25958: EDSE,"Methods Teaching Sci Mid & Hs"
25959: EDSE,"Methods Teaching Soc St Mid&HS"
25960: EDSE,"Methods Teaching Soc St Mid&Hs"
25961: EDSE,"Methods of Teaching Art25962: EDSE,"Mobile Sci:Data-Based Decision"
25963: EDSE,"Mth/Sttch Art El Sch"
25964: EDSE,"Mthds Tchng For Lang Mid & HS"
25965: EDSE,"Multicultural Literature"
25966: EDSE,"Multiple Literacies Eng Lang"
25967: EDSE,"Multiple Persp"
25968: EDSE,"Non-Degree Wksp"
25969: EDSE,"Non-Degree Wksp Secondary Edu"
25970: EDSE,"Oral Hist In Classroom"
25971: EDSE,"Phil of Teaching & Learning"
25972: EDSE,"Philosophies of Education"
25973: EDSE,"Practical Applications Ed Tech"
25974: EDSE,"Problems Gen Sci In Jr High"
25975: EDSE,"Psych Trans"
25976: EDSE,"Read Secondary Sch"
25977: EDSE,"Res Sem Home Eco"
25978: EDSE,"Research Lit Part 1"
25979: EDSE,"Rsch Invest Lit Instru Part II"
25980: EDSE,"School & Community"
25981: EDSE,"School and Society"
25982: EDSE,"Scient Appr Edu Prbms"
25983: EDSE,"Scientific Approach Edu Prob"
25984: EDSE,"Sem Fam Consumer Sci"
25985: EDSE,"Sem Res Ed Found"
25986: EDSE,"Sem Res Lang Arts"
25987: EDSE,"Sem Res Psych Found"
25988: EDSE,"Sem Res Science Ed I"
25989: EDSE,"Sem Res Science Ed II"
25990: EDSE,"Sem Res Tesol"
25991: EDSE,"Sem Rsrch Teach Soc Stds"
25992: EDSE,"Sem Spec Subj"
25993: EDSE,"Sem Tch 2nd Lang"
25994: EDSE,"Sem Tch Home Eco"
25995: EDSE,"Sem Tch Math"
25996: EDSE,"Sem Tch Phys Ed"
25997: EDSE,"Sem Tch Science"
25998: EDSE,"Sem Tch Subj Trans"
25999: EDSE,"Sem Teach English"
26000: EDSE,"Sem Theor Study Educ"
26001: EDSE,"Sem in Res Soc Studies"
26002: EDSE,"Sem in Rsch Educ Foundations"
26003: EDSE,"Semi Research Math Educ"
26004: EDSE,"Seminar Research Art Education"
26005: EDSE,"Seminar Research Math Educ"
26006: EDSE,"Seminar Research in Lang Arts"
26007: EDSE,"Seminar Resrch Foreign Lng Edu"
26008: EDSE,"Seminar in Action Research"
26009: EDSE,"Seminar in Art Education"
26010: EDSE,"Seminar in Research Art Educ"
26011: EDSE,"Semtchspsubjtrans"
26012: EDSE,"St Tch Art Elem"
26013: EDSE,"St Tchg In Engl"
26014: EDSE,"St Tchg In H.S."
26015: EDSE,"St Tchg In Math"
26016: EDSE,"Stand-Based Curr & Assess-Sci"
26017: EDSE,"Stand-Based Currc&Assess-Engl"
26018: EDSE,"Stand-Based Currc&Assess-Lang"
26019: EDSE,"Stand-Based Currc&Assess-Math"
26020: EDSE,"Stand-Based Currc&Assess-SocSt"
26021: EDSE,"Standards-based Curriculum"
26022: EDSE,"Stu Tch 2nd Lang"
26023: EDSE,"Stu Tch Spec Subj"
26024: EDSE,"Stu Tchg Soc Studies"
26025: EDSE,"Stud Tchg Engl"
26026: EDSE,"Stud Tchg Engl Mid & HS"
26027: EDSE,"Stud Tchg For Lang"
26028: EDSE,"Stud Tchg For Lang Mid & HS"
26029: EDSE,"Stud Tchg Math"
26030: EDSE,"Stud Tchg Math Mid & HS"
26031: EDSE,"Stud Tchg Science"
26032: EDSE,"Stud Tchg Soc St Mid & HS"
26033: EDSE,"Stud Tchg Soc Stds Sec Sch"
26034: EDSE,"Stud Tchg Soc Stud"
26035: EDSE,"Stud Teach English"
26036: EDSE,"Stud Teach For Lang"
26037: EDSE,"Stud Teach Health Ed"
26038: EDSE,"Stud Teach Home Eco"
26039: EDSE,"Stud Teach In Esl"
26040: EDSE,"Stud Teach Math"
26041: EDSE,"Stud Teach Music"
26042: EDSE,"Stud Teach Phys Ed"
26043: EDSE,"Stud Teach Science"
26044: EDSE,"Stud Teach Sec Educ"
26045: EDSE,"Stud Teach Soc Stud"
26046: EDSE,"Stud Teaching in Sci for MS&HS"
26047: EDSE,"StudTching Visual Arts I"
26048: EDSE,"Student Teaching I in Sci"
26049: EDSE,"Student Teaching II in Sci"
26050: EDSE,"Student Teaching Visual Art II"
26051: EDSE,"Student Teaching Visual Arts I"
26052: EDSE,"Student Use of Technology"
26053: EDSE,"Studies in Education"
26054: EDSE,"Supervised Pract w/ Hs Stdnts"
26055: EDSE,"Supervised Practicum w/M/JHS"
26056: EDSE,"Tching Reading Secondar School"
26057: EDSE,"Teaching History as Mystery"
26058: EDSE,"Teaching Visual Arts26059: EDSE,"Teaching as Soc Pract in Arts"
26060: EDSE,"The Psychology of Adolescence"
26061: EDSE,"The Teaching Process."
26062: EDSE,"Topics in Art Education"
26063: EDSE,"VT: Workshop in JHS Education"
26064: EDSE,"VT: Workshop in Secondary Educ"
26065: EDSE,"Vt:Ed Multicul Soc"
26066: EDSE,"Workshop in Visual Thinking"
26067: EDSE,"World Language Program Design"
26068: EDSE,"Wrkshp Art Edu Elem"
26069: EDUC,"Art"
26070: EDUC,"Art Ed Early Ed"
26071: EDUC,"Art Ed Elem Sch"
26072: EDUC,"Child Dev"
26073: EDUC,"Child Development"
26074: EDUC,"Children’s Rights"
26075: EDUC,"Cnslng Prnt Exc Ind"
26076: EDUC,"Community Educ 3"
26077: EDUC,"Comp Educ"
26078: EDUC,"Comp In Sch Adm"
26079: EDUC,"Comparative Educ"
26080: EDUC,"Cont Ed Prin & Prac"
26081: EDUC,"Cont Ed Prin Prac"
26082: EDUC,"Couns Found 1"
26083: EDUC,"Couns Found 2"
26084: EDUC,"Couns Tech Sc Psy"
26085: EDUC,"Cultrl Divrsty Ed"
26086: EDUC,"Curr Dev Sec Schl"
26087: EDUC,"Current Educ Problem"
26088: EDUC,"Current Educ Probs"
26089: EDUC,"Curric Dev Sec Schl"
26090: EDUC,"Curriculum 2"
26091: EDUC,"Early Chld Sp Educ"
26092: EDUC,"Ed Found Trans"
26093: EDUC,"Ed Ldr Hum Rel"
26094: EDUC,"Ed Leader 1"
26095: EDUC,"Ed Policy Issues"
26096: EDUC,"Ed Psych 1"
26097: EDUC,"Ed Psychology"
26098: EDUC,"Educ Peer Advisement"
26099: EDUC,"Education in Global Times"
26100: EDUC,"Educational Technol"
26101: EDUC,"El Wksp Flm Educ"
26102: EDUC,"Elective Credit"
26103: EDUC,"Elem Curr"
26104: EDUC,"Elem Rdg"
26105: EDUC,"Env Ed El Sch Cur"
26106: EDUC,"Environ"
26107: EDUC,"Environ Ed 1"
26108: EDUC,"Environ Ed 2"
26109: EDUC,"Environ Science"
26110: EDUC,"Eval Rsch Sp Ed"
26111: EDUC,"Family Couns"
26112: EDUC,"Fieldwork Sch Psy"
26113: EDUC,"Films And Educ"
26114: EDUC,"Fld Ep Sch Ad Sec"
26115: EDUC,"Fld Wk Fl-Tm 1 Yr"
26116: EDUC,"Fld Wk Fl-Tm 2 Yr"
26117: EDUC,"Found of Couns"
26118: EDUC,"Foundations"
26119: EDUC,"Guid Ch Dev Elem"
26120: EDUC,"Guid Ch Devel 2"
26121: EDUC,"Guid Dev Prim Gr"
26122: EDUC,"Imp Of Reading"
26123: EDUC,"Imp Of Reading 2"
26124: EDUC,"Imp Rd Sec Schl"
26125: EDUC,"Imp Rdg Ed Schl"
26126: EDUC,"Imp Read Elem Sch"
26127: EDUC,"Imp Read Sec Sch"
26128: EDUC,"Impr Of Reading Ss"
26129: EDUC,"Ind & Gr Inst Rd Im"
26130: EDUC,"Independ Study"
26131: EDUC,"Information Technol"
26132: EDUC,"Instr Strat Mnstr"
26133: EDUC,"Int 2"
26134: EDUC,"Int Sem 1"
26135: EDUC,"Int Sem 2"
26136: EDUC,"Intern Sec Ed Engl"
26137: EDUC,"Internship"
26138: EDUC,"Intro E C"
26139: EDUC,"Intro To Crafts"
26140: EDUC,"Intro To Ec"
26141: EDUC,"Intro Urban Educ"
26142: EDUC,"Intro to Crafts"
26143: EDUC,"Jewelry In Ed"
26144: EDUC,"La/Sci"
26145: EDUC,"Lang Arts"
26146: EDUC,"Lang Arts Elem Schl"
26147: EDUC,"Lang Arts Soc St"
26148: EDUC,"Lang Lrg Ex Ind"
26149: EDUC,"Learn Disabil"
26150: EDUC,"Learn Tech"
26151: EDUC,"Learning Elem Schl"
26152: EDUC,"Learning Elem Schl 1"
26153: EDUC,"Learning Elem Schl 2"
26154: EDUC,"Lit For Child Ec"
26155: EDUC,"Lit For Child El"
26156: EDUC,"Lit For Children"
26157: EDUC,"Lit For J.H. Stud"
26158: EDUC,"Lrn Prob Sen Imp"
26159: EDUC,"Ma Methodology"
26160: EDUC,"Math"
26161: EDUC,"Math And Science"
26162: EDUC,"Mental Hyg:Chld Adol"
26163: EDUC,"Meth Mat Tch Hmeco"
26164: EDUC,"Moral Education"
26165: EDUC,"Multicultural Soc"
26166: EDUC,"Pbls Ed Ldrs Sec"
26167: EDUC,"Peer Consult"
26168: EDUC,"Phil For Children"
26169: EDUC,"Philo Of Ed"
26170: EDUC,"Philos Educ"
26171: EDUC,"Practicum"
26172: EDUC,"Practicum 1"
26173: EDUC,"Practicum 2"
26174: EDUC,"Prob Ed Ldrs Sec"
26175: EDUC,"Professional Sem"
26176: EDUC,"Proj Sem 2"
26177: EDUC,"Psy Ed Exp Ch Yth"
26178: EDUC,"Psy Educ Except C 2"
26179: EDUC,"Psy Exc Children"
26180: EDUC,"Psych"
26181: EDUC,"Psych 1 & 2"
26182: EDUC,"Psych 2"
26183: EDUC,"Psych Adol Student"
26184: EDUC,"Psych Trans"
26185: EDUC,"Puppet Maskmkg Ed"
26186: EDUC,"Rd Im In Cont Ar"
26187: EDUC,"Rdg Basic Sk"
26188: EDUC,"Rdg/Ch Lit"
26189: EDUC,"Read 2 Child Lit"
26190: EDUC,"Reading 1"
26191: EDUC,"Reading 2"
26192: EDUC,"Reading 3"
26193: EDUC,"Reading Elem"
26194: EDUC,"Reprographics"
26195: EDUC,"Res Sem Art Ed"
26196: EDUC,"Res Sem Env Ed"
26197: EDUC,"Res Sem For Lang"
26198: EDUC,"Res Sem In Math 2"
26199: EDUC,"Res Sem Math Education 1"
26200: EDUC,"School Display"
26201: EDUC,"Science"
26202: EDUC,"Sec Schl Methods"
26203: EDUC,"Self Awar Trg 1"
26204: EDUC,"Self Awareness"
26205: EDUC,"Sem Couns 4"
26206: EDUC,"Sem Couns 6"
26207: EDUC,"Sem Couns 8"
26208: EDUC,"Sem Counseling 2"
26209: EDUC,"Sem In Couns 1"
26210: EDUC,"Sem In Couns 3"
26211: EDUC,"Sem In Couns 5"
26212: EDUC,"Sem In Couns 7"
26213: EDUC,"Sem In H Eco Res"
26214: EDUC,"Sem In Phys Ed"
26215: EDUC,"Sem Prob Men Hyg"
26216: EDUC,"Sem Res Ec 1"
26217: EDUC,"Sem Res El Ed 1"
26218: EDUC,"Sem Res El Ed 2"
26219: EDUC,"Sem Sch Psy 1 Yr"
26220: EDUC,"Sem Sch Psy 2 Yr"
26221: EDUC,"Sem Tch Hlth Ed"
26222: EDUC,"Sem Tch Music"
26223: EDUC,"Sem Tchg Seys"
26224: EDUC,"Seminar"
26225: EDUC,"Seminar Tchg Hmeco"
26226: EDUC,"Silk Scr In Schls"
26227: EDUC,"Silk Scr Tech"
26228: EDUC,"Silk Screen"
26229: EDUC,"Silk Scren Art Ed"
26230: EDUC,"Slow Learner Sec S"
26231: EDUC,"Soc Studies"
26232: EDUC,"Soc Sys & Couns 1"
26233: EDUC,"Soc Sys & Couns 2"
26234: EDUC,"Social Studies"
26235: EDUC,"Spec Prob Psych"
26236: EDUC,"St Tch El Sch Art"
26237: EDUC,"St Tchg"
26238: EDUC,"St Tchg Elem Schl"
26239: EDUC,"Std Tchg P Ed"
26240: EDUC,"Strat Lrng & Co 1"
26241: EDUC,"Strat Lrng & Coun 2"
26242: EDUC,"Stu Tchg Elem Schl"
26243: EDUC,"Stu Tchg Hm Eco"
26244: EDUC,"Stud Psy Tch Lrn"
26245: EDUC,"Student Tchg Art"
26246: EDUC,"Student Tching"
26247: EDUC,"Supervision"
26248: EDUC,"Tch Urb Schls"
26249: EDUC,"Tchg Rdg Bas Sk"
26250: EDUC,"Tchg Rdg Ch Lit"
26251: EDUC,"Teaching For Sci Lit"
26252: EDUC,"Technol/Spec Ed Prg"
26253: EDUC,"Technology/Sch Curr"
26254: EDUC,"Telecomm Technology"
26255: EDUC,"Undrst Grp Behav"
26256: EDUC,"Voc Op Com Sr Ind"
26257: EDUC,"Wksh Env Sci Elem"
26258: EDUC,"Wksh Nut & Phys"
26259: EDUC,"Wksp Sec Ed"
26260: EDUC,"Wksp Sec Ed: Tesl"
26261: EECE,"Adv Tchg Art Prek-6"
26262: EECE,"Am Cult SS In Elem"
26263: EECE,"Analys Lang Arts Mat"
26264: EECE,"Art Education"
26265: EECE,"Art Elem Sch"
26266: EECE,"Art/Tech Story Tell"
26267: EECE,"Assessment and Instruction I"
26268: EECE,"Assessment and Instruction II"
26269: EECE,"Assessment in Elem Classroom"
26270: EECE,"Beginning Reading & Writing"
26271: EECE,"Behav Prob Child & Adolescents"
26272: EECE,"Biling Ed Mth/Mat/Ev"
26273: EECE,"Biling/Multicul Ed"
26274: EECE,"Child Centered Educ"
26275: EECE,"Child Development"
26276: EECE,"Children with Special Needs"
26277: EECE,"Classroom-based Assess & Rsrch"
26278: EECE,"Clin26279: EECE,"Clinical Exp For Fnd"
26280: EECE,"Clinical Exper 1"
26281: EECE,"Clinical Exper 2"
26282: EECE,"Clinical Exper 3"
26283: EECE,"Clinical Exper 4"
26284: EECE,"Clsrm Realities Diverse Settin"
26285: EECE,"Community Educ 2"
26286: EECE,"Community Educ 3"
26287: EECE,"Comp Appl Ec"
26288: EECE,"Computers"
26289: EECE,"Computers Elem Class"
26290: EECE,"Confl Resolution"
26291: EECE,"Content Area Literacy"
26292: EECE,"Cultural Context I: Child Dev"
26293: EECE,"Cultural Context II: Lrn/Teach"
26294: EECE,"Culture and Education"
26295: EECE,"Curr Adpt Mnst St"
26296: EECE,"Curr&Envir Dsgn Early Child I"
26297: EECE,"Curr&Envir Dsgn Early Child II"
26298: EECE,"Curric Adapt Mainstreaming"
26299: EECE,"Curric Grades 3-6"
26300: EECE,"Curric: Grades 3-6"
26301: EECE,"Curric: Grades N-2"
26302: EECE,"Curse Core"
26303: EECE,"Day Care Admin/Super"
26304: EECE,"Devel Lang & Lit Home Lang"
26305: EECE,"Early Dev Lang& Lit"
26306: EECE,"Ecol Pers on Dev: Early Adoles"
26307: EECE,"Ecol Perspective: Childhood"
26308: EECE,"Ecological Perspectives on Dev"
26309: EECE,"Ed Foundations"
26310: EECE,"Ed Psych 1"
26311: EECE,"Ed Psych 2"
26312: EECE,"Educ Linguistic & Psycholingui"
26313: EECE,"Educ Of Homeless"
26314: EECE,"Educ Psy: Hum Devel"
26315: EECE,"Educational Found"
26316: EECE,"Educational Psych"
26317: EECE,"Educational Psych 2"
26318: EECE,"Elem Sch Art26319: EECE,"Elem-Tchg Soc Stdies"
26320: EECE,"Engl Lang in Bilingual Classrm"
26321: EECE,"Env Sci Wrkshp"
26322: EECE,"Environ Lit"
26323: EECE,"Environmental Educ 1"
26324: EECE,"Environmental Educ 2"
26325: EECE,"Environmental Literature"
26326: EECE,"Exp Arts Early Child"
26327: EECE,"Expressive Arts"
26328: EECE,"Expressive Arts Clrm"
26329: EECE,"Fam & Comm As Educ"
26330: EECE,"Families26331: EECE,"Foundations"
26332: EECE,"Foundations Of Educ"
26333: EECE,"Foundations of Bilingual Educ"
26334: EECE,"Geom26335: EECE,"Grp Behav In Schools"
26336: EECE,"Hands On Math"
26337: EECE,"History of Ideas in Education"
26338: EECE,"Home-School Collab"
26339: EECE,"Homeless Educ 3"
26340: EECE,"Homeless Educ 4"
26341: EECE,"Homeless Project Ed"
26342: EECE,"Humanistic Psych"
26343: EECE,"Humanistic Psych: Educ Applica"
26344: EECE,"Imp Rdg Elem Sch"
26345: EECE,"Imprvemnt Rding Elem School"
26346: EECE,"Indep Stdy Biling Ed"
26347: EECE,"Independent Study"
26348: EECE,"Indp Study-EECE"
26349: EECE,"Infant &Toddlers: Currc&Tching"
26350: EECE,"Inquiry into Teaching."
26351: EECE,"Inst Mnst St"
26352: EECE,"Inst Stra Mnst St"
26353: EECE,"Instr & Assess Bilingual Learn"
26354: EECE,"Instruct Strat Mainst Stud"
26355: EECE,"Intern Early Child"
26356: EECE,"Intern Elem Educ"
26357: EECE,"Intern in a Bilingual Class"
26358: EECE,"Internet Tools In Ed"
26359: EECE,"Internship EECE"
26360: EECE,"Internship- Elem Ed"
26361: EECE,"Intro to Educational Research"
26362: EECE,"Intro to Urban Education"
26363: EECE,"Lang & Lit Dev: Tchg Rdg"
26364: EECE,"Lang Arts Elem Sch"
26365: EECE,"Lang Arts/Soc Stud"
26366: EECE,"Lang Dev & Emerg Literacy"
26367: EECE,"Lang Devel/Early Ch"
26368: EECE,"Lang Develop & Multilingualism"
26369: EECE,"Language Arts"
26370: EECE,"Language and Literacy in Elem"
26371: EECE,"Learning Technology"
26372: EECE,"Life Science for EECE"
26373: EECE,"Lit Thru Poetry26374: EECE,"Major Contemp Issues in Edu"
26375: EECE,"Major Issues"
26376: EECE,"Major Issues Ed"
26377: EECE,"Math"
26378: EECE,"Math & Science"
26379: EECE,"Math Ideas Thru Literature"
26380: EECE,"Math In Elem School"
26381: EECE,"Math in Everyday Life"
26382: EECE,"Math/Mat Early Child"
26383: EECE,"Math/Sci Early Child"
26384: EECE,"Math/Sci Open Class"
26385: EECE,"Mathematics"
26386: EECE,"Mathematics for Young Children"
