58877: ACCT,"ACC 2203 Lecture"
62304: QUME,"Foundations of Predictive Anal"
62305: REES,"Adv RE Capital Markets"
62306: REES,"Adv Res Invmnt Anals"
62307: REES,"Analytical Skill RES Dec Mak"
62308: REES,"Analyticl Skill In Real Estate"
62309: REES,"Bldng Cities Mkt&Gov"
62310: REES,"Independent Study"
62311: REES,"Independent Study RES I"
62312: REES,"International Real Estate"
62313: REES,"Invstmnt Strategies"
62314: REES,"Law Of Real Est Trns"
62315: REES,"Law Of Real Estate"
62316: REES,"Nonprof Housng Devlp"
62317: REES,"Proj Mgmt & Cnstrctn"
62318: REES,"Real Est & Urb Econ"
62319: REES,"Real Estate Capital Markets"
62320: REES,"Real Estate Construct Process"
62321: REES,"Real Estate Development"
62322: REES,"Real Estate Entrepreneurship"
62323: REES,"Real Estate Fin and Investment"
62324: REES,"Real Estate Finance"
62325: REES,"Real Estate Law"
62326: REES,"Real Estate Management"
62327: REES,"Real Estate Marketing"
62328: REES,"Real Estate Principles"
62329: REES,"Real Estate Prncples"
62330: REES,"Real Estate Research & Project"
62331: REES,"Real Estate Taxation"
62332: REES,"Real Estate Value & Feasi Stdy"
62333: REES,"Real Estate Value & Mrkt Analy"
62334: REES,"Realest Dev:Case Dev"
62335: REES,"Special Topics in Real Estate"
62336: REES,"Topics In Real Estat"
62337: REES,"Urban Economics"
62338: RELI,"Black Religion of America"
62339: RELI,"Christian Thought"
62340: RELI,"Classical Buddhism"
62341: RELI,"Contemporary Christianity"
62342: RELI,"Contemporary Judaism"
62343: RELI,"His Srch of Prophet Mohammad"
62344: RELI,"History of African Religions"
62345: RELI,"History of Chinese Religion"
62346: RELI,"Hon Independent Study REL I"
62347: RELI,"Hon Wrtrs & Their Spirit Srchs"
62348: RELI,"Hon:Top Rel & Culture"
62349: RELI,"Honors Program"
62350: RELI,"Independent Study REL I"
62351: RELI,"Independent Study REL II"
62352: RELI,"Independent Study REL III"
62353: RELI,"Independent Study REL IV"
62354: RELI,"Indian Philosophy"
62355: RELI,"Intro Religions Asia"
62356: RELI,"Issues in Religion and Culture"
62357: RELI,"Jesus: Hist & Critic Approach"
62358: RELI,"Judaism and Christianity"
62359: RELI,"Modern Jewish Thought"
62360: RELI,"Mysticism:Comparative Approach"
62361: RELI,"Phil From India"
62362: RELI,"Rel & Black Lit"
62363: RELI,"Rel In 20 & 21 Centr"
62364: RELI,"Religion & Pol - United States"
62365: RELI,"Religion - Honors"
62366: RELI,"Religious Worlds of New York"
62367: RELI,"Senior Seminar"
62368: RELI,"South Asian Religion"
62369: RELI,"Spec Topics: Religion & Cult"
62370: RELI,"Special Studies Rel"
62371: RELI,"The Christian New Testament"
62372: RELI,"The Christian Tradition"
62373: RELI,"The Hebrew Bible"
62374: RELI,"The Lives of Hinduism"
62375: RELI,"The Religion of Everyday Life"
62376: RELI,"The Tradition of Islam"
62377: RELI,"Traditions of Judaism"
62378: RELI,"World Religious Traditions"
62379: RUSS,"Advanced Russian Ii"
62380: RUSS,"Elementary Russian"
62381: RUSS,"Intermediate Russian"
62382: RUSS,"Upper Int Russian"
62383: SOCI,"Anthrop Of Business"
62384: SOCI,"Changing Demographic"
62385: SOCI,"Chineses Immigration"
62386: SOCI,"Civil Soc & Communit"
62387: SOCI,"Crime/Justice Sociol"
62388: SOCI,"Cuban Culture and Society"
62389: SOCI,"Cult&People So.Pacif"
62390: SOCI,"Cultures and Peoples of India"
62391: SOCI,"Deviant Behavior"
62392: SOCI,"Hon  Independent Study SOC II"
62393: SOCI,"Hon City  Care Forgot"
62394: SOCI,"Hon Independent Study SOC I"
62395: SOCI,"Hon Intro Sociology"
62396: SOCI,"Hon Soc Sel Topics"
62397: SOCI,"Hon Writers & Their Spiritual"
62398: SOCI,"Honors Reading and Research"
62399: SOCI,"Honors Sociology I"
62400: SOCI,"Honors Thesis II"
62401: SOCI,"Independent Study SOC III"
62402: SOCI,"Independent Study Sociology I"
62403: SOCI,"Independent Study Sociology II"
62404: SOCI,"Independent Study Sociology IV"
62405: SOCI,"Internship Hum Sv II"
62406: SOCI,"Internship Human Service"
62407: SOCI,"Introductory Sociology"
62408: SOCI,"Magic62409: SOCI,"Meth Sociolog Res"
62410: SOCI,"Migration in the Americas"
62411: SOCI,"Minority Groups"
62412: SOCI,"New York: The Global City"
62413: SOCI,"Passing62414: SOCI,"People and Culture of Haiti"
62415: SOCI,"People&Culture Haiti"
62416: SOCI,"People/Cult Mediterr"
62417: SOCI,"Political Sociology"
62418: SOCI,"Race and Ethnic Relation"
62419: SOCI,"Race and Ethnic Relations"
62420: SOCI,"Religious Worlds of New York"
62421: SOCI,"Research Methods Socio/Anthro"
62422: SOCI,"Rmkng of NY: Immg Experience"
62423: SOCI,"Sel Topics Ant/Soc"
62424: SOCI,"Soc Change Black Com"
62425: SOCI,"Soc Change In Blk Cm"
62426: SOCI,"Soc Complex Organizations"
62427: SOCI,"Soc Health & Illness"
62428: SOCI,"Soc Issues & Policy"
62429: SOCI,"Soc Of Hlth And Ill"
62430: SOCI,"Soc Of The Family"
62431: SOCI,"Social Change"
62432: SOCI,"Social Communication"
62433: SOCI,"Social Demography"
62434: SOCI,"Social Inequality"
62435: SOCI,"Social Movements"
62436: SOCI,"Social Statistics"
62437: SOCI,"Social Welfare Institutions"
62438: SOCI,"Sociol Of Religion"
62439: SOCI,"Sociological Analysis"
62440: SOCI,"Sociological Theory"
62441: SOCI,"Sociology of Bioethics"
62442: SOCI,"Sociology of Religion"
62443: SOCI,"Sociology of the Family"
62444: SOCI,"The Globalization of English"
62445: SOCI,"The Lives of Hinduism"
62446: SOCI,"The Religion of Everyday Life"
62447: SOCI,"The Tradition of Islam"
62448: SOCI,"The U.S. and Mexican Border"
62449: SOCI,"Urban Sociology"
62450: SOCI,"Women62451: SPAN,"19 Cen Ltn-Amrcn Ltt"
62452: SPAN,"19&20th Cent Lat-Amer Poetry"
62453: SPAN,"20th Cent Span Liter"
62454: SPAN,"20th Cent Women Writ"
62455: SPAN,"Advanced Int Spanish"
62456: SPAN,"Advanced Oral Communication I"
62457: SPAN,"Advanced Oral Communication II"
62458: SPAN,"Advanced Written Communication"
62459: SPAN,"Afro-Caribbean Literature"
62460: SPAN,"Cervantes"
62461: SPAN,"Civilization & Cult of Spain"
62462: SPAN,"Civl & Cult Lat-Amrc"
62463: SPAN,"Cont Span Non-Herita"
62464: SPAN,"Contem Ltn-Amr Novel"
62465: SPAN,"Contem Ltn-Amrc Thea"
62466: SPAN,"Contemp Latin Americ Fiction"
62467: SPAN,"Contemporary Cuban Literature"
62468: SPAN,"Contemporary Latin-American Sh"
62469: SPAN,"Contemporary Mexican Literatur"
62470: SPAN,"Cuban Literature in the United"
62471: SPAN,"Elementary Spanish I"
62472: SPAN,"Elementary Spanish II"
62473: SPAN,"Hispanic Bilingualism"
62474: SPAN,"Hist Span Lit II"
62475: SPAN,"History of Spanish Language"
62476: SPAN,"History of Spanish Literature"
62477: SPAN,"History of Translation"
62478: SPAN,"Honors"
62479: SPAN,"Imgs Of Women Spnsh"
62480: SPAN,"Independent Study Spanish I"
62481: SPAN,"Independent Study Spanish II"
62482: SPAN,"Independent Study Spanish III"
62483: SPAN,"Independent Study Spanish IV"
62484: SPAN,"Independent Study Spanish V"
62485: SPAN,"Intensive Int Spa II"
62486: SPAN,"Intensive Practical Spanish"
62487: SPAN,"Intensive Practical Spanish II"
62488: SPAN,"Intensv Intermediate Spanish I"
62489: SPAN,"Intro to Hispanic Linguistics"
62490: SPAN,"Intro to Hispanic Literature"
62491: SPAN,"Latin American Cinema"
62492: SPAN,"Lit Of Hisp Carib I"
62493: SPAN,"Literat of Hisp Caribbean II"
62494: SPAN,"Literature of Latin America I"
62495: SPAN,"Medieval Literature of Spain"
62496: SPAN,"Modern Poetry"
62497: SPAN,"Modern Spanish Drama"
62498: SPAN,"Modern Spanish Short Story"
62499: SPAN,"Modernismo in Latin America"
62500: SPAN,"Neoclassicism to Romanticism"
62501: SPAN,"Phonetics"
62502: SPAN,"Sem in Translation: Eng-Span"
62503: SPAN,"Span Literat of Golden Age"
62504: SPAN,"Spanish Film"
62505: SPAN,"Spanish Heritage II"
62506: SPAN,"Spanish Heritage Speakers I"
62507: SPAN,"Spanish Honors I"
62508: SPAN,"Spanish for Global Markets I"
62509: SPAN,"Spanish for Global Markets II"
62510: SPAN,"Special Studies in Spanish"
62511: SPAN,"Structures of Modern Spanish"
62512: SPAN,"Surv Puert Rican Lit I"
62513: SPAN,"The City in Latin American Lit"
62514: SPAN,"The Generation of ’98"
62515: SPAN,"The Latin American Essay"
62516: SPAN,"The Lit of Latin America II"
62517: SPAN,"The Modern Novel"
62518: SPAN,"Translation Workshop"
62519: STAB,"Grad Study Abroad"
62520: STAB,"Noncuny Stabd No Fee"
62521: STAB,"STABD Dir Enr GRAD/NonCUNY FA"
62522: STAB,"Stabd Non Cuny Graduate"
62523: STAB,"Stabd/Cuny"
62524: STAB,"Stabd/Noncuny Grad"
62525: STAB,"Study Abroad"
62526: STAB,"Study Abroad / CUNY"
62527: STAB,"Study Abroad Direct Enrollment"
62528: STAB,"Study Abroad Direct Enrolment"
62529: STAB,"Study Abroad Non-CUNY FA"
62530: STAB,"Study Abroad-Cuny"
62531: STAB,"Study Abroad/CUNY GRAD"
62532: STAB,"Study Abroad/Cuny"
62533: STAB,"Study Abroad/GRAD/NonCUNY FA"
62534: STAB,"Study Abroad/NonCUNY FA"
62535: STAB,"Study Abroad/Noncuny"
62536: STAT,"Adv Computer Prog"
62537: STAT,"Adv Data Mining for Bus App"
62538: STAT,"Adv Samp Theor& Prac"
62539: STAT,"Adv Stat Inference"
62540: STAT,"Adv Statist Meth"
62541: STAT,"Advanced Data Analysis"
62542: STAT,"Advanced Data Mining"
62543: STAT,"Advanced Linear Models"
62544: STAT,"Advanced Statistical Computing"
62545: STAT,"Anal Of Cat & Ord"
62546: STAT,"Anal Var:Princ&Applc"
62547: STAT,"Analysis of Time Series"
62548: STAT,"Applied Natural Language Proce"
62549: STAT,"Applied Probability"
62550: STAT,"Applied Sta for Bus Analytics"
62551: STAT,"Bas Elctr Data Proc"
62552: STAT,"Basic Software Tools"
62553: STAT,"Big Data Technologies"
62554: STAT,"Business Statistics I"
62555: STAT,"Business Statistics II"
62556: STAT,"Categorical Data Analysis"
62557: STAT,"Comp Sim In Bus Res"
62558: STAT,"Data Analysis/Model"
62559: STAT,"Data Mining for Bus Analytics"
62560: STAT,"Data Mining for Business Analy"
62561: STAT,"Data Visualization"
62562: STAT,"Experimental Desi For Business"
62563: STAT,"Financial Statistics"
62564: STAT,"Fndtns Stat Inferenc"
62565: STAT,"Honors - Business Statistics"
62566: STAT,"Honors - Statistics II"
62567: STAT,"Honors-Statistics I"
62568: STAT,"Indep Study & Research Stat I"
62569: STAT,"Independent Study STA I"
62570: STAT,"Info Reseach Analys"
62571: STAT,"Intrmed Stat Methods"
62572: STAT,"Intro Multivariate Analysis"
62573: STAT,"Intro to SAS Programming"
62574: STAT,"Machine Learning/Data Mining"
62575: STAT,"Managerial Statistics"
62576: STAT,"Math Tools For Business"
62577: STAT,"Modern Regression Analysis"
62578: STAT,"Multvrt Stat Methods"
62579: STAT,"Nonpara&Semipara Ana"
62580: STAT,"Nonparametric Statistics"
62581: STAT,"Numerical Method Com"
62582: STAT,"Prob Solving App&Res"
62583: STAT,"Quality Assurance"
62584: STAT,"Regression and Forecasting Mod"
62585: STAT,"Regression&Forecast"
62586: STAT,"Res Method For Sem"
62587: STAT,"Res Mthd For Thesis"
62588: STAT,"Res Sem Quan Methods"
62589: STAT,"Sampling Theory and Practice"
62590: STAT,"Spec Top Is Graphics"
62591: STAT,"Spec Top Stat Anal"
62592: STAT,"Spec Topic Appld Sta"
62593: STAT,"Special Topics in Statistical"
62594: STAT,"Special Topics in Statistics"
62595: STAT,"Stat Analyis Hca"
62596: STAT,"Stat Analysis Pub Ad"
62597: STAT,"Stat Learning for Data Mining"
62598: STAT,"Stat Meth/Sampl& Aud"
62599: STAT,"Stat Methods for Qual Imprvmnt"
62600: STAT,"Stat Mthd In Audt"
62601: STAT,"Stat Nat Lang Processing"
62602: STAT,"Statis Meth Soc Sci"
62603: STAT,"Statist Qual Control Methods"
62604: STAT,"Statistical Computing"
62605: STAT,"Statistics for Social Science"
62606: STAT,"Stochastic Process Bus Appl I"
62607: STAT,"Sys Desgn Plan & Op"
62608: STAT,"Theory Stat Prob Dis"
62609: STAT,"Theory for Stat Inference"
62610: STAT,"Thesis (Thesis II)"
62611: STAT,"Time Ser: Forecast & Stat Mod"
62612: STPS,"Prac Student Leader"
62613: STPS,"Sem Theory Peer Coun"
62614: TAXA,"Compensation Plans"
62615: TAXA,"Consolidated Tax Returns"
62616: TAXA,"Consolided Tax Retrn"
62617: TAXA,"Corp Income Tax Prob"
62618: TAXA,"Corp Reorganization"
62619: TAXA,"Corp Tax Problems I"
62620: TAXA,"Corp Tax Problems II"
62621: TAXA,"Corporate Taxation I"
62622: TAXA,"Corporate Taxation II"
62623: TAXA,"Current Problems in Taxation"
62624: TAXA,"Deferred Compensation"
62625: TAXA,"Directed Readings"
62626: TAXA,"Estate And Gift Tax"
62627: TAXA,"Estate Planning"
62628: TAXA,"Estates62629: TAXA,"Exec Mst Cert F/T"
62630: TAXA,"Fed Income Tax: Theo & Practi"
62631: TAXA,"Fed Tax Aspcts Intop"
62632: TAXA,"Fed Tax: Pract/Proc"
62633: TAXA,"Federal Income Tax"
62634: TAXA,"Federal Income Taxation"
62635: TAXA,"Federal Income Taxation I"
62636: TAXA,"Federal Income Taxation II"
62637: TAXA,"Fedrl Tax Pract Proc"
62638: TAXA,"Fiduciary Income"
62639: TAXA,"Financial Planning for Individ"
62640: TAXA,"Gen Bus Taxation"
62641: TAXA,"Hon Fed Inc Tax Ent"
62642: TAXA,"International Taxation"
62643: TAXA,"Partnership Taxation"
62644: TAXA,"Prin Federal Inc Tax"
62645: TAXA,"Real Estate Taxation"
62646: TAXA,"Res Mthd For Thesis"
62647: TAXA,"S Corporations"
62648: TAXA,"Selected Topics in Financial P"
62649: TAXA,"Special Topics in Taxation"
62650: TAXA,"State and Local Taxes"
62651: TAXA,"Tax Proced/Practice"
62652: TAXA,"Taxation of Business Entities"
62653: TAXA,"Thesis"
62654: THEA,"Advanced Acting"
62655: THEA,"Applied Theatre Workshop"
62656: THEA,"Hist Of Theatre"
62657: THEA,"History of Theatre"
62658: THEA,"Hon  Independent Study THE II"
62659: THEA,"Hon Intro The Arts"
62660: THEA,"Honors I"
62661: THEA,"Honors II"
62662: THEA,"Honors-Playwriting"
62663: THEA,"Immigration on Stage & Screen"
62664: THEA,"Independent Study Theater I"
62665: THEA,"Independent Study Theater II"
62666: THEA,"Intro Theatre Arts"
62667: THEA,"Introduction to Acting"
62668: THEA,"Introduction to Theatre Arts"
62669: THEA,"Oral Int Shakespear"
62670: THEA,"Performing with New Media"
62671: THEA,"Play Production"
62672: THEA,"Playwriting II"
62673: THEA,"Principles of Directing"
62674: THEA,"Selected Topics"
62675: THEA,"Stage Design:Principles & Prac"
62676: THEA,"Stagecraft"
62677: THEA,"Theatre Of Color U.S"
62678: THEA,"Thetr Costume&Makeup"
62679: THEA,"Thetr Org & Managemt"
62680: THEA,"Workshop in Children’s Theatre"
62681: THEA,"Workshop in Playwriting"
62682: TROR,"Seek Transfer Seminar"
62683: TROR,"Transfer Seminar"
62684: WKST,"Intro To The Wrkplce"
62685: WKST,"Intro to Workplace III"
62686: WKST,"Introduction to Workplace II"
62687: WOST,"Special Topics in Women’s and"
62688: WOST,"Topics in Women’s Studies"
