69536: ACCT,"Accnt Reqs Of Sec"
72011: EDPH,"Ped Modified 2"
72012: EDSE,"Adapted Physical Education"
72013: EDSE,"Admin Leadershp&Supervsn in PE"
72014: EDSE,"Adol Educ: Stud Teach Practcum"
72015: EDSE,"Adol Sci Ed: Stud Tch Prac 2"
72016: EDSE,"Adolescent Education: English"
72017: EDSE,"Adv Digtal Adl Math"
72018: EDSE,"Adv Inst Strategies for PhysEd"
72019: EDSE,"Adv Pedagogy&Curiculum P-12:PE"
72020: EDSE,"Adv Sem Ped & Curr Chldhd Edu"
72021: EDSE,"Adv Stud Teaching: English"
72022: EDSE,"Adv Stud Teachng:Social Stud"
72023: EDSE,"Adv Student Teachng: Mod Lang"
72024: EDSE,"Adv Theor/Pr Comp"
72025: EDSE,"Adv Topics in Grades 5-9 Math"
72026: EDSE,"Child & Youth/Urban Educ"
72027: EDSE,"Child&Youth with Special Needs"
72028: EDSE,"Children & Youth in Urban Educ"
72029: EDSE,"Children&Youth with Spec Needs"
72030: EDSE,"Classrm Intract & Curriculum"
72031: EDSE,"Coaching & Officiating"
72032: EDSE,"Comprehnsv Stdnt Tching PhysEd"
72033: EDSE,"Concepts of Fitness & Health"
72034: EDSE,"Critical Issues in US Educatn"
72035: EDSE,"Curr In Sec Educ"
72036: EDSE,"Data Anal72037: EDSE,"Dev Cul Cog Lan Sc"
72038: EDSE,"Directed Readings and Research"
72039: EDSE,"Div & Inclusive Class"
72040: EDSE,"Dual Lifetime Sport &Phys Actv"
72041: EDSE,"Dvlpng Schl-Based Ldrsp Skills"
72042: EDSE,"Educ Stud with Special Needs"
72043: EDSE,"Education and Ethics"
72044: EDSE,"Evidence &Argument Natural Sci"
72045: EDSE,"Geography in Mid & High School"
72046: EDSE,"Hist Phil &Cult Foundatn of Ed"
72047: EDSE,"Hist72048: EDSE,"Hist72049: EDSE,"Honors Sem Educ 1"
72050: EDSE,"Honors Sem Educ 2"
72051: EDSE,"Human Track in Urban Landscape"
72052: EDSE,"Inst Stratgies in PhysEd2 7-12"
72053: EDSE,"Integ Tech & Media"
72054: EDSE,"Issues & Strategies in Educ"
72055: EDSE,"Issues Teaching Middle Childhd"
72056: EDSE,"Lang & Literacy Urban School"
72057: EDSE,"Lit Nds Stud Mid Sch"
72058: EDSE,"Lit Needs Of HS Students"
72059: EDSE,"Mdl Sci Ed Stu Tch 2"
72060: EDSE,"Measurement & Assessment in PE"
72061: EDSE,"Meth Child/Adolesc Science 1"
72062: EDSE,"Meth Instr In Adol Sci Tch"
72063: EDSE,"Meth Mid Chd Adol Sci Teach II"
72064: EDSE,"Methd Of Instr Adol Sci Tch"
72065: EDSE,"Method:Tchng Music"
72066: EDSE,"Methods in Teaching Middle Sch"
72067: EDSE,"Mid Childhood Science Educat"
72068: EDSE,"Mindfulness Everyday Living"
72069: EDSE,"Movement Skills & Dance in PE"
72070: EDSE,"Number72071: EDSE,"P&L Sc Inst&L1mid Ad"
72072: EDSE,"P&L Sc/T&Con1 Mid&Ad"
72073: EDSE,"PE Curriculum in Sec Schools"
72074: EDSE,"Ped&Cur M/Ch Adl: Modern Lang"
72075: EDSE,"Ped&Cur M/Ch Adl: Social Stud"
72076: EDSE,"Ped&Cur M/Ch Adl:Sci"
72077: EDSE,"Pedagogy&Curric M/Ch Adl: Engl"
72078: EDSE,"Pedagogy&Curric M/Ch Adl:Math"
72079: EDSE,"Pedagogy&Curriculum 7-12:SocSt"
72080: EDSE,"Pedagogy/Curriculum P-12:PED"
72081: EDSE,"Perform/Analysis 3:Team Sports"
72082: EDSE,"Phys & Life Sci72083: EDSE,"Phys&Life Sci II72084: EDSE,"PhysEd Field Experience-School"
72085: EDSE,"Psy and Soc perspectives"
72086: EDSE,"Sci Ed Adv Meth Rsch"
72087: EDSE,"Sci Stud Tching Seminar 1"
72088: EDSE,"Sci Stud Tchng Semi II"
72089: EDSE,"Science Ed Rsch Sem"
72090: EDSE,"Science Stud Teaching Sem 1"
72091: EDSE,"Science Student Teaching Sem 2"
72092: EDSE,"Sem Ed Res Eng"
72093: EDSE,"Sem Ed Res Mod La"
72094: EDSE,"Sem Ed Res P Ed"
72095: EDSE,"Sem Educ Research: Science"
72096: EDSE,"Sem I Pedag & Curr72097: EDSE,"Sem II Pedagogy & Curriculum"
72098: EDSE,"Sem Meth Of Tch Pe"
72099: EDSE,"Sem Meth Of Tch Sci"
72100: EDSE,"Sem Meth Tch Math"
72101: EDSE,"Sem Meth of Teach Soc Studies"
72102: EDSE,"Sem Ped M/Ch&Adl:Eng"
72103: EDSE,"Sem Ped M/Ch&Adl:Modern Lang"
72104: EDSE,"Sem Ped M/Ch&Adl:Mth"
72105: EDSE,"Sem Ped M/Ch&Adl:Ped"
72106: EDSE,"Sem Ped M/Ch&Adl:Sst"
72107: EDSE,"Sem Theory & Res Mid Sch Math"
72108: EDSE,"Sem on Practice of Teaching"
72109: EDSE,"Semi Edu Res Soc Stud"
72110: EDSE,"Semi Tchng Mthds Music Edu"
72111: EDSE,"Seminar Adolescence Education"
72112: EDSE,"Seminar in Educ Research: Math"
72113: EDSE,"Sen Seminar-Phys Ed Teacher Ed"
72114: EDSE,"Skills&Strategies Phys Ed1 P-5"
72115: EDSE,"Soc Values & Indiv Nds: Math"
72116: EDSE,"Soc Values & Individual Needs"
72117: EDSE,"Social Values/Individual Needs"
72118: EDSE,"Special Topics"
72119: EDSE,"Special Topics in Education"
72120: EDSE,"Stud Tchg 2: Math"
72121: EDSE,"Stud Tchg 2: Phys Ed"
72122: EDSE,"Stud Tchg 2: Science"
72123: EDSE,"Student Teaching"
72124: EDSE,"Student Teaching I - Mod Lang"
72125: EDSE,"Student Teaching Practicum"
72126: EDSE,"Student Teaching Practicum I"
72127: EDSE,"Student Teaching Practicum II"
72128: EDSE,"Student Teachng: Mathematics 1"
72129: EDSE,"Student Teachng: Mathematics 2"
72130: EDSE,"Supervised Practicum Teaching"
72131: EDSE,"Tch Geography Mid/High Schl"
72132: EDSE,"Tch Lit Mid & Sec Sc"
72133: EDSE,"Tch Writ Across Curr"
72134: EDSE,"Tchg Stud: Sp Needs"
72135: EDSE,"Tching Sem:Sci Environmtl Ed 1"
72136: EDSE,"Tching Sem:Sci Environmtl Ed 2"
72137: EDSE,"Teach Child in Cultural Contex"
72138: EDSE,"Teach Geom &Probablty Grade5-9"
72139: EDSE,"Teach Number &Algebra Grade5-9"
72140: EDSE,"Teaching Adol In Content Areas"
72141: EDSE,"Teaching Math Middle Childhood"
72142: EDSE,"Theater in the Classroom"
72143: EDSE,"Theory/Pract Of Comp"
72144: EDSE,"Wksp S Ed:Int/Dis"
72145: EDUC,"Admin & Sup Ece Prgm"
72146: EDUC,"Admin Of Lit Prgms"
72147: EDUC,"Admin Thry & Pract 1"
72148: EDUC,"Admin Thry & Pract 2"
72149: EDUC,"Adol Educ: Art"
72150: EDUC,"Adol Educ: English"
72151: EDUC,"Adol Educ: Hlth Sci"
72152: EDUC,"Adol Educ: Math"
72153: EDUC,"Adol Educ: Mod Lang"
72154: EDUC,"Adol Educ: Ped"
72155: EDUC,"Adol Educ: Science"
72156: EDUC,"Adol Educ: Soc Stud"
72157: EDUC,"Adol Educ: Spe & Hrg"
72158: EDUC,"Adol In Urban Comm"
72159: EDUC,"Adolesc & Emot Cnflt"
72160: EDUC,"Adolescent Developmt"
72161: EDUC,"Adv Digtal Adl Math"
72162: EDUC,"Adv Ed Administr"
72163: EDUC,"Adv Meth 1 Art"
72164: EDUC,"Adv Meth 1 Ece"
72165: EDUC,"Adv Meth 2 Ece"
72166: EDUC,"Adv Method/Chld Math"
72167: EDUC,"Adv Sem:Disabilities"
72168: EDUC,"Adv Theor/Pr Comp"
72169: EDUC,"Adv Topic Gr5-9math"
72170: EDUC,"Advanced Human Development I"
72171: EDUC,"Advanced Human Development II"
72172: EDUC,"Advanced Internship I"
72173: EDUC,"Advanced Internship II"
72174: EDUC,"Appl Thry In Spec Ed"
72175: EDUC,"Appl Thry&Rsch Sem"
72176: EDUC,"Applied Cs Internshp"
72177: EDUC,"Applied Res Chdst"
72178: EDUC,"Art & Multi Dis Lrng"
72179: EDUC,"Art El & Sec 2"
72180: EDUC,"Art In Ec Curriculum"
72181: EDUC,"Asses Gift&Talent St"
72182: EDUC,"Atypical Development"
72183: EDUC,"Bases Read Instrct"
72184: EDUC,"Behav Assess/Interv"
72185: EDUC,"Biling & Multicul Ed"
72186: EDUC,"Career & Ed Counselg"
72187: EDUC,"Career Workshop"
72188: EDUC,"Cases in Planned Intervention"
72189: EDUC,"Ch & Adol Cult Conxt"
72190: EDUC,"Ch & Youth W/Sp Nds"
72191: EDUC,"Chd Ed St Tchr Gr1-6"
72192: EDUC,"Chd Prb Lang Learn"
72193: EDUC,"Child Abuse and Neglect"
72194: EDUC,"Child Development"
72195: EDUC,"Child In Urban Comm"
72196: EDUC,"Child&Adol Urb Com"
72197: EDUC,"Children And Disabil"
72198: EDUC,"Children And Media"
72199: EDUC,"Children In Crisis"
72200: EDUC,"Children and the Law"
72201: EDUC,"Children in Crisis"
72202: EDUC,"Children of New York"
72203: EDUC,"Chld Math Educ"
72204: EDUC,"Class Tch Emote Dis"
72205: EDUC,"Classrm Inter & Curr"
72206: EDUC,"Cog & Acad Assess 11"
72207: EDUC,"Cog Intell Develop"
72208: EDUC,"Cog&Acad Assessment"
72209: EDUC,"Col Negot Publ Ed"
72210: EDUC,"Collaboration with Families"
72211: EDUC,"Colloq In Adv Ed Adm"
72212: EDUC,"Com/Ch Autistic Spec"
72213: EDUC,"Comm Skills Wkshop"
72214: EDUC,"Commun Em H Sp Ed"
72215: EDUC,"Comp Ed 1 Europe"
72216: EDUC,"Comp Ed 1:West Civil"
72217: EDUC,"Compar &Intl Ed 1"
72218: EDUC,"Compar &Intl Ed 2"
72219: EDUC,"Compar Prog&Pract"
72220: EDUC,"Consultation in the Schools"
72221: EDUC,"Contemp Thght & Ed"
72222: EDUC,"Contxt Iss:Spec Ed"
72223: EDUC,"Contxt Lit Instr"
72224: EDUC,"Counsel Child/Family"
72225: EDUC,"Counsel Com Setting"
72226: EDUC,"Counsel Emote Dis"
72227: EDUC,"Counsel Ldsp Urban S"
72228: EDUC,"Counseling Theories"
72229: EDUC,"Counseling Workshp"
72230: EDUC,"Cr Art In Clasroom"
72231: EDUC,"Crtcl Inqry 2:Read"
72232: EDUC,"Crtcl Inqry 2:Rsrch"
72233: EDUC,"Crtcl Inqry 2:Writ"
72234: EDUC,"Crtcl Inqry I:Read"
72235: EDUC,"Crtcl Inqry I:Rsrch"
72236: EDUC,"Crtcl Inqry I:Wrtng"
72237: EDUC,"Curr & Tchg: Phys Ed"
72238: EDUC,"Curr & Tchg:Engl&Hum"
72239: EDUC,"Curr Dev Lang Arts"
72240: EDUC,"Curr In Sec Educ"
72241: EDUC,"Curr Mat Emote Dis"
72242: EDUC,"Curr Mods St Sp N"
72243: EDUC,"Curr Prac Ment & Ret"
72244: EDUC,"Curr Pract Ment Ret"
72245: EDUC,"Curr Yng Except Ch"
72246: EDUC,"Curr&Tchg:Math & Sci"
72247: EDUC,"Curr&Tchg:Soc St&Hum"
72248: EDUC,"Data Anal Prob&Trig"
72249: EDUC,"Des Div Gift&Talent"
72250: EDUC,"Dev Of Lang & Lit"
72251: EDUC,"Developmental Psychopathology"
72252: EDUC,"Diag&Corr Read Dif"
72253: EDUC,"Diag&Rem Treat Disab"
72254: EDUC,"Div & Inclusve Class"
72255: EDUC,"Div Cl Visual Cult"
72256: EDUC,"Early Chldhd & Core"
72257: EDUC,"Ed & Culture In Us"
72258: EDUC,"Ed & Psy Assessment"
72259: EDUC,"Ed Ideas His.Persp"
72260: EDUC,"Ed In Mod Society 1"
72261: EDUC,"Ed In Mod Society 2"
72262: EDUC,"Ed In Urban Area"
72263: EDUC,"Ed Of Gifted Child"
72264: EDUC,"Ed Res Sp&H Handic"
72265: EDUC,"Ed&World Community"
72266: EDUC,"Educ & Literacy"
72267: EDUC,"Educ & Science: Math"
72268: EDUC,"Educ & Society"
72269: EDUC,"Educ Assmt St Sp N"
72270: EDUC,"Educ Gifted Child"
72271: EDUC,"Educ Meas Ment Ret"
72272: EDUC,"Educ World Community"
72273: EDUC,"Educ&Cult In Us"
72274: EDUC,"Education Law and Ethics"
72275: EDUC,"Education and Ethics"
72276: EDUC,"Education and Theories of Mind"
72277: EDUC,"Educational Psych"
72278: EDUC,"Emote Disord Adolscn"
72279: EDUC,"Eng Lng Hand Pr Sc"
72280: EDUC,"Eng Lng Hnd El/Sec"
72281: EDUC,"Engl As 2nd Lang 3"
72282: EDUC,"Env/Cur Adapt Spc Nd"
72283: EDUC,"Envrn Chd Spec Needs"
72284: EDUC,"Eval Of Pupil Progr"
72285: EDUC,"Experiencing Educ"
72286: EDUC,"Fam & Comm Stu Nds"
72287: EDUC,"Fam Commty: Ece"
72288: EDUC,"Field Pract Guidance"
72289: EDUC,"Fieldw Schl Psy 1"
72290: EDUC,"Found & Ped Sped-Ece"
72291: EDUC,"Found Prof Counsel"
72292: EDUC,"Foundtns Of Tchg 1"
72293: EDUC,"Func & Anal 1 Math"
72294: EDUC,"Func & Anal 1 Sci"
72295: EDUC,"Func & Anal 2 Ece"
72296: EDUC,"Func &Anal 1 Ece"
72297: EDUC,"Func&Anal 2 Lib Ar"
72298: EDUC,"Gateway/Ss Sociol"
72299: EDUC,"Gen Meth Emote Dis"
72300: EDUC,"Gen&Env Infl Read"
72301: EDUC,"Gen/Env Em H Sp Ed"
72302: EDUC,"Gen/Env Infl Ece"
72303: EDUC,"Gr Dynamics Thy & Pr"
72304: EDUC,"Gr Process Sch Cult"
72305: EDUC,"Group Methods 2"
72306: EDUC,"Group Practicum"
72307: EDUC,"His72308: EDUC,"Hist Ch72309: EDUC,"Hist Meth & Curric"
72310: EDUC,"Hist Of Eng Lang"
72311: EDUC,"Honors Sem Educ 1"
72312: EDUC,"Honors Sem Educ 2"
72313: EDUC,"Hum Rel Prb Chl Ed"
72314: EDUC,"Human Devel & Ed"
72315: EDUC,"Human Devel & Ed 1"
72316: EDUC,"Human Devel & Ed 2"
72317: EDUC,"Human Development"
72318: EDUC,"Human Rights Childrn"
72319: EDUC,"Imp Tch Open Class"
72320: EDUC,"Impr Tch Beh Modif"
72321: EDUC,"Inclusive Teaching Practicum"
72322: EDUC,"Ind &Comm Rel Guid"
72323: EDUC,"Ind Counsel Skills"
72324: EDUC,"Ind Study Sch Psy"
72325: EDUC,"Indep Project Ece"
72326: EDUC,"Independent Study"
72327: EDUC,"Independent Study in Guidance"
72328: EDUC,"Indiv Of Guida II"
72329: EDUC,"Individual Counseling Skills"
72330: EDUC,"Inst Meth In Sec Ed"
72331: EDUC,"Inst St M/Ch&Adl:Sn"
72332: EDUC,"Instr Intervent Sch"
72333: EDUC,"Int & Mult Tch & Lrn"
72334: EDUC,"Int Asses&Report Wr"
72335: EDUC,"Integ Soc Ssc Chd Ed"
72336: EDUC,"Integ Tech & Media"
72337: EDUC,"Intern Schl Psy 1"
72338: EDUC,"Intern Schl Psy 2"
72339: EDUC,"Internship 2"
72340: EDUC,"Internship Ed Adm"
72341: EDUC,"Internship I"
72342: EDUC,"Internship II"
72343: EDUC,"Interpret Of Tests"
72344: EDUC,"Intgr Meth:Spec Ed"
72345: EDUC,"Intl Dim Amer Curr"
72346: EDUC,"Intrn Ed Adm & Sup 1"
72347: EDUC,"Intro Amer Sign Lang"
72348: EDUC,"Intro Autism Disordr"
72349: EDUC,"Intro Fdns:Lit Instr"
72350: EDUC,"Intro Lit Res"
72351: EDUC,"Intro Tch Child Ed"
72352: EDUC,"Issues & Strategies"
72353: EDUC,"Issues &Strategies"
72354: EDUC,"Issues In Ed: H Eco"
72355: EDUC,"Issues In Ed: Music"
72356: EDUC,"Issues In Ed: Speech"
72357: EDUC,"Issues and Strategies"
72358: EDUC,"Lang & Communic Ece"
72359: EDUC,"Lang Art/Biling Clrm"
72360: EDUC,"Lang Grwth And Dev"
72361: EDUC,"Lang Lit Sec Schl"
72362: EDUC,"Learning"
72363: EDUC,"Learning Environment"
72364: EDUC,"Life Space & Read"
72365: EDUC,"Lit & Communications"
72366: EDUC,"Lit Curric:Ece"
72367: EDUC,"Lit Nds Of Hs Studnt"
72368: EDUC,"Lit Nds Stud Mid Sch"
72369: EDUC,"Lit Sk/Inst Strat"
72370: EDUC,"Lit& Read/Write Pr"
72371: EDUC,"Literacy: Bilingual"
72372: EDUC,"Literacy: Child"
72373: EDUC,"Literacy: Issues and Analysis"
72374: EDUC,"Litr Ece: Gen & Spec"
72375: EDUC,"Lrn/Env Em H Sp Ed"
72376: EDUC,"Lrn/Env Npld Sp Ed"
72377: EDUC,"Lrng Envr Std Spc Nd"
72378: EDUC,"Lrng Theo&Ed Proc"
72379: EDUC,"M & Pt Art El & Sec"
72380: EDUC,"M&Pt Sp Correct 1"
72381: EDUC,"M&Pt Sp Correct 2"
72382: EDUC,"M/Pr 1 Compar&Intl"
72383: EDUC,"M/Pr 2 Compar&Intl"
72384: EDUC,"M/Pr 2 Crmd Sp Ed"
72385: EDUC,"M/Pr 2 Npld Sp Ed"
72386: EDUC,"M/Pr2 Em Dis Sp Ed"
72387: EDUC,"M/T Geo&Mgt Prb 5-9"
72388: EDUC,"M/Tch N&Al Gr 5-9"
72389: EDUC,"Math Below Avg Achie"
72390: EDUC,"Math Intern Urb Ed 2"
72391: EDUC,"Math Sci Tech Bil Cl"
72392: EDUC,"Mathematics in Early Childhood"
72393: EDUC,"Mdl Sci Ed Stu Tch 1"
72394: EDUC,"Mdl Sci Ed Stu Tch 2"
72395: EDUC,"Meas &Eval In Tchg"
72396: EDUC,"Meas Proced In Guida"
72397: EDUC,"Med & Sec Lang Struc"
72398: EDUC,"Ment Hyg Behav Prb"
72399: EDUC,"Mental Hygen&Behav"
72400: EDUC,"Mentl Hyg & Beh Prob"
72401: EDUC,"Meth & P T Lat Sec"
72402: EDUC,"Meth & P T Lat Sec 2"
72403: EDUC,"Meth & Pr Teach Mat"
72404: EDUC,"Meth & Prac Tch El 1"
72405: EDUC,"Meth & Prac Tch El 2"
72406: EDUC,"Meth & Prt H Eco Sec"
72407: EDUC,"Meth & Pt Engl Sec 1"
72408: EDUC,"Meth & Pt Rom L Sec1"
72409: EDUC,"Meth & Pt Soc 5 Sec"
72410: EDUC,"Meth & St Tchg:El/Ec"
72411: EDUC,"Meth & Tchg Mid Sch"
72412: EDUC,"Meth &Mgmt Speech"
72413: EDUC,"Meth Chd Adol Sci 1"
72414: EDUC,"Meth Chd Adol Sci 2"
72415: EDUC,"Meth In Lit 3-6"
72416: EDUC,"Meth Mental Retard C"
72417: EDUC,"Meth Of Tch In Elem"
72418: EDUC,"Meth Prac Math Sec 1"
72419: EDUC,"Meth Pract Lit K-2"
72420: EDUC,"Meth Sec:Art"
72421: EDUC,"Meth Sec:English"
72422: EDUC,"Meth Sec:Hlth Sci"
72423: EDUC,"Meth Sec:Math"
72424: EDUC,"Meth Sec:Music"
72425: EDUC,"Meth Sec:Phys Ed"
72426: EDUC,"Meth Sec:Rom Langs"
72427: EDUC,"Meth Sec:Science"
72428: EDUC,"Meth Sec:Soc St"
72429: EDUC,"Meth Sec:Speech"
72430: EDUC,"Meth Tch H&Pe Sec"
72431: EDUC,"Meth Tch Sci Sec"
72432: EDUC,"Meth Tch Soc Sci Sec"
72433: EDUC,"Meth Tch Span Elem"
72434: EDUC,"Meth Tchng Higher Ed"
72435: EDUC,"Meth& Intern:El/Ec"
72436: EDUC,"Meth& Stu Tchg Sec"
72437: EDUC,"Meth&Cont Nu Oper&Al"
72438: EDUC,"Meth&Cont7-12:Al&Geo"
72439: EDUC,"Meth&Pt Design Sec 1"
72440: EDUC,"Meth&Pth&Pe Sec 1"
72441: EDUC,"Meth&St Tchg:El/Ec"
72442: EDUC,"Method & P Mus Sec2"
72443: EDUC,"Method & P Music Sec"
72444: EDUC,"Method:Tchng Music"
72445: EDUC,"Method:Teaching Music"
72446: EDUC,"Mgmt & Fin Func Adm"
72447: EDUC,"Microc:Instr Softw"
72448: EDUC,"Microcmp & Tchng Lang Art"
72449: EDUC,"Microcmp&Tch Math"
72450: EDUC,"Mid Chd Math Ed"
72451: EDUC,"Mntl Hyg & Behavior"
72452: EDUC,"Modern Drama to 1950"
72453: EDUC,"Moral Devel & Educ"
72454: EDUC,"Mult Couns/Consul S"
72455: EDUC,"Multicultural Education"
72456: EDUC,"Needs Of Ment Ret"
72457: EDUC,"Neuropsychology of Learning"
72458: EDUC,"Obsrv Chld Spec Need"
72459: EDUC,"Organ & Admin Guid"
72460: EDUC,"P&L Sc Inst&L1mid Ad"
72461: EDUC,"P&L Sc Inst&L2mid Ad"
72462: EDUC,"P&L Sc/T&Con1 Mid&Ad"
72463: EDUC,"P&Lsc/T&Con2 Mid&Ad"
72464: EDUC,"Parent as Educator"
72465: EDUC,"Ped & Curr Ce 2"
72466: EDUC,"Ped & Curric Health"
72467: EDUC,"Ped & Curric Music"
72468: EDUC,"Ped&Cur M/Ch Adl:Art"
72469: EDUC,"Ped&Cur M/Ch Adl:Eng"
72470: EDUC,"Ped&Cur M/Ch Adl:Mdl"
72471: EDUC,"Ped&Cur M/Ch Adl:Mth"
72472: EDUC,"Ped&Cur M/Ch Adl:Ntr"
72473: EDUC,"Ped&Cur M/Ch Adl:Ped"
72474: EDUC,"Ped&Cur M/Ch Adl:Sst"
72475: EDUC,"Ped&Curric Sp&H Hand"
72476: EDUC,"Pedagogy & Curr Cei"
72477: EDUC,"Persnlty Thry & Res"
72478: EDUC,"Personnel Fun Ed Ld"
72479: EDUC,"Perspectives on Childhood"
72480: EDUC,"Phil & Cult Of Tchg"
72481: EDUC,"Phil Foundations"
72482: EDUC,"Phil Iss Contemp Ed"
72483: EDUC,"Philo Issues Contemp Edu"
72484: EDUC,"Pl Cr-Cult Contexts"
72485: EDUC,"Plan & Tch Urban Cl"
72486: EDUC,"Pr & Hispanic Herit"
72487: EDUC,"Pr School Psy 2"
72488: EDUC,"Pr Tch Upper Elem"
72489: EDUC,"Pr Tech Early Child"
72490: EDUC,"Pr-Core Orl Tx An II"
72491: EDUC,"Pr-Core Orl Txt An I"
72492: EDUC,"Pract & Envrn:Ece"
72493: EDUC,"Pract Remed Read"
72494: EDUC,"Pract Tch Emote Dis"
72495: EDUC,"Practicum in School Psychology"
72496: EDUC,"Prb Chld Adl Dev 1"
72497: EDUC,"Pre-Core Tex Anal II"
72498: EDUC,"Pre-Core Text Anal I"
72499: EDUC,"Pre-Core Wr Tx An II"
72500: EDUC,"Pre-Core Wr Txt An I"
72501: EDUC,"Prin & Prac Ele Read"
72502: EDUC,"Princ & Prac Of Guid"
72503: EDUC,"Princ &Pract Of Guic"
72504: EDUC,"Princ Of Elem Math 1"
72505: EDUC,"Princ Pract&Guidance"
72506: EDUC,"Prob & Concept Guida"
72507: EDUC,"Prob & Prac Sch Psy"
72508: EDUC,"Prob Ed Comm Ece"
72509: EDUC,"Prob Em Hand Sp Ed"
72510: EDUC,"Prob Lrn Evn Ece"
72511: EDUC,"Prob Tch Ment Ret"
72512: EDUC,"Probs Of School-Comm"
72513: EDUC,"Probs Tchng Jr Hs"
72514: EDUC,"Prof Perspective&Ch"
72515: EDUC,"Profess Perform Chld"
72516: EDUC,"Programmed Instruction"
72517: EDUC,"Prosem Lang Inst"
72518: EDUC,"Psy & Soc Prob Adol"
72519: EDUC,"Psy Asses Diverse St"
72520: EDUC,"Psy Infancy & Chldhd"
72521: EDUC,"Psy Learn Diffic 2"
72522: EDUC,"Psy Social Urb Youth"
72523: EDUC,"Psych Learn Cur Dev"
72524: EDUC,"Psych Learn Curr Dep"
72525: EDUC,"Read Impr Sec Schl"
72526: EDUC,"Read Improv Sec Educ"
72527: EDUC,"Rem Tech Emote Dis"
72528: EDUC,"Res Meth Spec Educ"
72529: EDUC,"Res Sem Lang Arts"
72530: EDUC,"Res Sem Schl Psych"
72531: EDUC,"Res Sem: Math Educ"
72532: EDUC,"Research In Ece"
72533: EDUC,"Research Seminar: Math Edu"
72534: EDUC,"Rom Lang:Sp Needs"
72535: EDUC,"S/Tch Prac 1:E/Chld"
72536: EDUC,"S/Tch Prac 2:E/Child"
72537: EDUC,"S/Tch Prac: Eled"
72538: EDUC,"S/Tch Prac:Adol Ed"
72539: EDUC,"S/Tch:Mc/Adol Sped"
72540: EDUC,"Schl Aged W/Spe Nds"
72541: EDUC,"Schl Curric Devel"
72542: EDUC,"Schls & Communities"
72543: EDUC,"School Curr Devel"
72544: EDUC,"School-Community Relations"
72545: EDUC,"Schools & Comm"
72546: EDUC,"Schools & Community"
72547: EDUC,"Sci & Env Tech & Lrn"
72548: EDUC,"Sci & Envr Tch & Lrn"
72549: EDUC,"Sci Inq For Young Ch"
72550: EDUC,"Sci Inst Beyond Clrm"
72551: EDUC,"Sci Inst Elem Schl"
72552: EDUC,"Scientfc Inquiry Ece"
72553: EDUC,"Sec Ed & Adol Dev"
72554: EDUC,"Sem & St Tch Sp Nds"
72555: EDUC,"Sem & St Tchg Art"
72556: EDUC,"Sem & St Tchg Engl"
72557: EDUC,"Sem & St Tchg Math"
72558: EDUC,"Sem & St Tchg P Ed"
72559: EDUC,"Sem & St Tchg Sci"
72560: EDUC,"Sem & Stu Tch - Ece"
72561: EDUC,"Sem & Stu Tchg-Elem"
72562: EDUC,"Sem & Stu Tchng - Ec"
72563: EDUC,"Sem & Stu Tchng -Bil"
72564: EDUC,"Sem & Stu Tchng-Elem"
72565: EDUC,"Sem &St Tchg H Sci"
72566: EDUC,"Sem &St Tchg Mod L"
72567: EDUC,"Sem &St Tchg Music"
72568: EDUC,"Sem 1 Em Han Sp Ed"
72569: EDUC,"Sem 2 Em Han Sp Ed"
72570: EDUC,"Sem App Thry:Math 2"
72571: EDUC,"Sem Appl Thry/Rsch"
72572: EDUC,"Sem Appl Thry/Rsch 1"
72573: EDUC,"Sem Appl Thry/Rsch 2"
72574: EDUC,"Sem Appl Thry:Lit 2"
72575: EDUC,"Sem Appl Thry:Math 1"
72576: EDUC,"Sem Bil Schl Counsel"
72577: EDUC,"Sem Comp&Intl Ed 1"
72578: EDUC,"Sem Comp&Intl Ed 2"
72579: EDUC,"Sem Ed Res Art"
72580: EDUC,"Sem Ed Res Eng"
72581: EDUC,"Sem Ed Res H Eco"
72582: EDUC,"Sem Ed Res H Ed"
72583: EDUC,"Sem Ed Res Math"
72584: EDUC,"Sem Ed Res Mod La"
72585: EDUC,"Sem Ed Res Mus"
72586: EDUC,"Sem Ed Res P Ed"
72587: EDUC,"Sem Ed Res Sci"
72588: EDUC,"Sem Ed Res Soc St"
72589: EDUC,"Sem Ed Res Speech"
72590: EDUC,"Sem Ed Research"
72591: EDUC,"Sem Guid Prac 1"
72592: EDUC,"Sem Guid Prac 2"
72593: EDUC,"Sem Indiv Res Proj"
72594: EDUC,"Sem Meth Of Tch Eng"
72595: EDUC,"Sem Meth Of Tch Ml"
72596: EDUC,"Sem Meth Of Tch Pe"
72597: EDUC,"Sem Meth Of Tch Sci"
72598: EDUC,"Sem Meth Of Tch Ss"
72599: EDUC,"Sem Meth Tch Math"
72600: EDUC,"Sem Methods Teach S.S."
72601: EDUC,"Sem Ped & Curr: Hntr"
72602: EDUC,"Sem Ped M/Ch&Adl:Art"
72603: EDUC,"Sem Ped M/Ch&Adl:Eng"
72604: EDUC,"Sem Ped M/Ch&Adl:Mdl"
