198: ACCT,"Accounting Seminar"
3103: COUN,"Mesoamer Manuscript"
3104: COUN,"Meteorities"
3105: COUN,"Mexican Politics in the 20C"
3106: COUN,"Mexico Politics"
3107: COUN,"Michelangelo"
3108: COUN,"Microecon Analys I"
3109: COUN,"Microelectromechanical Systems"
3110: COUN,"Mies Van Der Rohe"
3111: COUN,"Milton"
3112: COUN,"Minimalism & Postminimalism"
3113: COUN,"Mobilizing Mem: Arts & Polit"
3114: COUN,"Mod Hebrew Poetry"
3115: COUN,"Mod Japan/Intell Ii"
3116: COUN,"Mod Russ Relig Thgt"
3117: COUN,"Mod-Panel/Time-Series Data"
3118: COUN,"Modal Logic"
3119: COUN,"Modern American texts"
3120: COUN,"Modern China"
3121: COUN,"Modern Chinese Read"
3122: COUN,"Modern Data Structures"
3123: COUN,"Modern Drama (Germ)"
3124: COUN,"Modern Geometry"
3125: COUN,"Modern Optics"
3126: COUN,"Modern State & Colonial Law"
3127: COUN,"Modern Urban Terrorism"
3128: COUN,"Modernity3129: COUN,"Mol Biol Of Animals"
3130: COUN,"Molecular Biophysics"
3131: COUN,"Molecular Phenom-Chem Engineer"
3132: COUN,"Money & Macroeconomics Wkshp"
3133: COUN,"Motets Of Josquin"
3134: COUN,"Motivating History"
3135: COUN,"Mthd: Post-Medium Condition"
3136: COUN,"Mthds Empir Resch"
3137: COUN,"Multiculturalism"
3138: COUN,"Multidisc Appr to Hum Dec Mkng"
3139: COUN,"Multidiscip Appr Hum Dec Mkng"
3140: COUN,"Multiple Modernities"
3141: COUN,"Multivariate Polit Analysis"
3142: COUN,"Mus Instr in Elec/Comp Mus"
3143: COUN,"Museum Anthro: Hist & Thry"
3144: COUN,"Museum Prac/Writ Catalog"
3145: COUN,"Music Signal Processing"
3146: COUN,"Music and Language"
3147: COUN,"Music3148: COUN,"Myth/Ritual-Repres Authority"
3149: COUN,"N.Y. Art Worlds"
3150: COUN,"NMR Spectroscopy"
3151: COUN,"NMR Spectroscopy/Macromolec"
3152: COUN,"NYCTC Wkshp In Brit Hist"
3153: COUN,"Nanotechnology"
3154: COUN,"National Ethnography"
3155: COUN,"Nationalism"
3156: COUN,"Native American Art"
3157: COUN,"Natural Language Processing"
3158: COUN,"Network City"
3159: COUN,"Network Flows"
3160: COUN,"Neural Syst: Circul in Brain"
3161: COUN,"New Currents-Hip Hop Studies"
3162: COUN,"Nietzsche & Shaman’s Body"
3163: COUN,"Nigerian Art & Archaeology"
3164: COUN,"Nineteenth Century Art"
3165: COUN,"Nomads of Eurasian Steppes"
3166: COUN,"Non-Classical Logic"
3167: COUN,"Nonparam Statistics"
3168: COUN,"Normative Theories of Justice"
3169: COUN,"Numerical Methods/PDE’s"
3170: COUN,"Numerical Mthds For PDE’s"
3171: COUN,"Numerical Mthds in Finance"
3172: COUN,"Oases of Egypt:Persians/Arabs"
3173: COUN,"Operat Platfrms:Public3174: COUN,"Optimization I"
3175: COUN,"Oral History/Mthd & Theory"
3176: COUN,"Orchestration"
3177: COUN,"Org Dev Collapse Sov Econ Syst"
3178: COUN,"Org Lab & Soc Mvmnt"
3179: COUN,"Organizational Analysis"
3180: COUN,"Organizational Innovations I"
3181: COUN,"Orig Mod Visual Culture"
3182: COUN,"Ornithology"
3183: COUN,"Ottoman Turkish"
3184: COUN,"P-Adic Galois Representations"
3185: COUN,"P-adic Eisenstein Series"
3186: COUN,"Painting in Renaissance Venice"
3187: COUN,"Pan Africanism"
3188: COUN,"Pascal3189: COUN,"Pasternak"
3190: COUN,"Patterns/Proces Biol Divresity"
3191: COUN,"People & Their Environment"
3192: COUN,"Perform Pictures 1800-2000"
3193: COUN,"Performative Evidence"
3194: COUN,"Periodizing The Seventies"
3195: COUN,"Periodizing the Seventies"
3196: COUN,"Pers on Exp of Once Social Wld"
3197: COUN,"Persons"
3198: COUN,"Perspectives on Econ Studies"
3199: COUN,"Perspectives on the Modern"
3200: COUN,"Petrarch’S Canzion"
3201: COUN,"Phil/Emp Iss in Consciousness"
3202: COUN,"Philosophical Texts in German"
3203: COUN,"Philosophy of Mathematics"
3204: COUN,"Philosophy of Mind"
3205: COUN,"Photon Integr Circ"
3206: COUN,"Phys Chem of Macromolecules"
3207: COUN,"Physical Cosmology"
3208: COUN,"Physics & Philosophy"
3209: COUN,"Physics/Philo in 17th Cent"
3210: COUN,"Place3211: COUN,"Planning Paris"
3212: COUN,"Plato"
3213: COUN,"Poetics & Polit Infrastructure"
3214: COUN,"Pol Econ & Soc-Global Capital"
3215: COUN,"Pol Part/Comp Persp"
3216: COUN,"Pol Thght/Clas&Medv"
3217: COUN,"Polit & Dsgn In 20c"
3218: COUN,"Polit Dev Pakistan"
3219: COUN,"Polit Dynam in Cent Europe"
3220: COUN,"Polit Econ: Thry & Empirics"
3221: COUN,"Polit Economy of Development"
3222: COUN,"Polit Sci of the Middle East"
3223: COUN,"Polit World Hist: Armenian Art"
3224: COUN,"Political Sociology"
3225: COUN,"Politics of Dramatic Form"
3226: COUN,"Polymer Surfaces & Interfaces"
3227: COUN,"Pop Art To Concept"
3228: COUN,"Popular Music Aesthetics"
3229: COUN,"Population Genetics"
3230: COUN,"Post War Europ Art 1948-68"
3231: COUN,"Post-Abolition Brazil"
3232: COUN,"Post-Impressionism"
3233: COUN,"Postmodernism"
3234: COUN,"Poststructural Modernism"
3235: COUN,"Postwar Czech Literature"
3236: COUN,"Poussin"
3237: COUN,"Power & Hegemony"
3238: COUN,"Power3239: COUN,"Pragmatism"
3240: COUN,"Pre-Columbian New World Ecosys"
3241: COUN,"Preemptive Apocalyptic Thought"
3242: COUN,"Press-A Source-Mod Arab Hist"
3243: COUN,"Prim: Eur to Afr & Back Again"
3244: COUN,"Primate Behavior"
3245: COUN,"Primate Cognition"
3246: COUN,"Princ Magnet Resonance Imaging"
3247: COUN,"Princ Semiconductor Physics I"
3248: COUN,"Princ of Device Microfabrictn"
3249: COUN,"Prob About Belief"
3250: COUN,"Prob Latin Am Hist"
3251: COUN,"Prob Medieval Art"
3252: COUN,"Prob of Japanese Economy"
3253: COUN,"Probability"
3254: COUN,"Probability & Induction"
3255: COUN,"Probability Theory II"
3256: COUN,"Proc of Stratificat/Inequality"
3257: COUN,"Profane Illumination II"
3258: COUN,"Programming Languages"
3259: COUN,"Proj Image in Contemp Art"
3260: COUN,"Property"
3261: COUN,"Property in the 20th Cent U.S."
3262: COUN,"Prosem-Historical Musicology"
3263: COUN,"Proseminar in Music Theory"
3264: COUN,"Proseminar-German Literature"
3265: COUN,"Proust:Psych Apprch"
3266: COUN,"Psych of Culture & Diversity"
3267: COUN,"Psychology of Time"
3268: COUN,"Psychopharmacology"
3269: COUN,"Public Finance 2"
3270: COUN,"Public Finance I"
3271: COUN,"Qualitative Research Methods"
3272: COUN,"Quant Mthd-Prog Eval/Polic Res"
3273: COUN,"Quant Mthds of Data Analysis"
3274: COUN,"Quant Strat/Causal Analytics"
3275: COUN,"Quantit Chemistry I"
3276: COUN,"Quantitative Political Resch"
3277: COUN,"Quantum Chemistry II"
3278: COUN,"Quantum Field Theory II"
3279: COUN,"Quantum Field Theory III"
3280: COUN,"Queer Thry & New Materialisms"
3281: COUN,"Questions of Identity"
3282: COUN,"R F Integrated Circuits"
3283: COUN,"Race Relations"
3284: COUN,"Race3285: COUN,"Racial & Ethnic Inequality"
3286: COUN,"Radiative Processes of Climate"
3287: COUN,"Raphael"
3288: COUN,"Rapid Reading & Translation"
3289: COUN,"Rapif Reading & Translation"
3290: COUN,"Rdng French Theory"
3291: COUN,"Rdngs Vict Lit: Decadence"
3292: COUN,"Rdngs: Molecular Bio-Cancer"
3293: COUN,"Reading German History"
3294: COUN,"Reading Lacan"
3295: COUN,"Reading Turgenev"
3296: COUN,"Readings in Classical Arabic"
3297: COUN,"Readings in Hindi Lit I"
3298: COUN,"Readings in Serbo-Croatian"
3299: COUN,"Realist Novel: 19C Spain"
3300: COUN,"Recog in Polit/Moral Pol Thry"
3301: COUN,"Recogn3302: COUN,"Refug & Displ Popul"
3303: COUN,"Regression Model-Temp Proc"
3304: COUN,"Relig Ident/Pol Mid-East/S Asi"
3305: COUN,"Relig Protest Mvmnt"
3306: COUN,"Religion and Media"
3307: COUN,"Rembrandt"
3308: COUN,"Ren Arch Hist & Theory"
3309: COUN,"Renaissance Arch"
3310: COUN,"Renaissance Art & Architecture"
3311: COUN,"Renaissance Poetry"
3312: COUN,"Renaissance Venice"
3313: COUN,"Renegade Sexualities"
3314: COUN,"Representing Mental States"
3315: COUN,"Res Mthds in Animal Behavior"
3316: COUN,"Res Sem-Number Theory"
3317: COUN,"Res Sem: Algebraic Geometry"
3318: COUN,"Res Sem: Number Theory"
3319: COUN,"Resch Sem Afr Hist"
3320: COUN,"Resch Sem in African Hist"
3321: COUN,"Resch in Physical Anthro"
3322: COUN,"Resch in Quant Polit Science"
3323: COUN,"Resch in Soc/Cult Anthro"
3324: COUN,"Research in Religion I"
3325: COUN,"Research in Religion II"
3326: COUN,"Restoration & 18C Drama"
3327: COUN,"Restruct Labor/Cap"
3328: COUN,"Rethink Aesth/Pol in Lat Amer"
3329: COUN,"Rhetoric of Avant-Garde Japan"
3330: COUN,"Rise of Andean Civilization"
3331: COUN,"Roland Barthes"
3332: COUN,"Roman Baroq Archit"
3333: COUN,"Roman Numismatics"
3334: COUN,"Romantic To Symbol"
3335: COUN,"Romanticism & Philosophy"
3336: COUN,"Rousseau & His Critics"
3337: COUN,"Russ Futurism & Its Influence"
3338: COUN,"Russ Symbolist Soc"
3339: COUN,"Russ/Cent Asian Enc"
3340: COUN,"Russia3341: COUN,"Russia’sEnergy:West/East/South"
3342: COUN,"Ruth Crawford Seeger"
3343: COUN,"Sacrifice"
3344: COUN,"Sacrilege/Defacemnt"
3345: COUN,"Sample Surveys"
3346: COUN,"Scales3347: COUN,"Schenkerian Analys"
3348: COUN,"Science3349: COUN,"Scientific Computing"
3350: COUN,"Secular Liberalism & Identity"
3351: COUN,"Secur Iss So Asia"
3352: COUN,"Security Arch & Engineering"
3353: COUN,"Sedimentary Geology"
3354: COUN,"Sel from Latin Literat"
3355: COUN,"Sem Centr Asian Std"
3356: COUN,"Sem Late Imperial China"
3357: COUN,"Sem in Adv Probability"
3358: COUN,"Sem in Algebraic Geometry"
3359: COUN,"Sem in Amer Urban Hist"
3360: COUN,"Sem-Ethnomusic-Fld Mthds I"
3361: COUN,"Sem: Double Ident/Bord Crossng"
3362: COUN,"Sem: Hist Musicology-Classic"
3363: COUN,"Sem: Histor Musicol Mid Ages"
3364: COUN,"Sem: Relig3365: COUN,"Sem: Sources of Chinese Hist"
3366: COUN,"Sem: Studies in Mod Arabic Lit"
3367: COUN,"Sem:Hist Music-Romantic"
3368: COUN,"Sem:Hist Musicology: 20th Cent"
3369: COUN,"Sem:Law & Medieval Christianit"
3370: COUN,"Seminar In Fascism"
3371: COUN,"Seminar in Armenian Texts"
3372: COUN,"Seminar in Geochemistry"
3373: COUN,"Semiotics/Fict Spac"
3374: COUN,"Settlement Househld"
3375: COUN,"Settler Colonialism in N Amer"
3376: COUN,"Sexual Panic & Crim Intimacy"
3377: COUN,"Sexuality3378: COUN,"Shakespeare Seminar I"
3379: COUN,"Signal Modeling"
3380: COUN,"So Asia/Modern Hist"
3381: COUN,"Soc & Eco Determinants of Hlth"
3382: COUN,"Soc Effects of Protected Area"
3383: COUN,"Soc Hist Of Medicin"
3384: COUN,"Soc Hist of Amer Public Hlth"
3385: COUN,"Soc Impact of Mass Media"
3386: COUN,"Soc Struc-Pers Relationship"
3387: COUN,"Social Cognitive Neuroscience"
3388: COUN,"Social Network Analysis"
3389: COUN,"Social Networks"
3390: COUN,"Social Planning"
3391: COUN,"Social Theory & The City"
3392: COUN,"Sociology of Expertise"
3393: COUN,"Soft Materials Laboratory"
3394: COUN,"Solid State Physics I"
3395: COUN,"Sound3396: COUN,"Sounding Islam"
3397: COUN,"South Since 1870"
3398: COUN,"Sovereignty: Hist/Comp Persp"
3399: COUN,"Soviet Culture 1940-1970’s"
3400: COUN,"Spanish Novel of 20th Century"
3401: COUN,"Spec Proj Musicolog"
3402: COUN,"Spec Tpcs: Derrida"
3403: COUN,"Special Reading Course"
3404: COUN,"Special Research Course"
3405: COUN,"Spectroscopy"
3406: COUN,"Speech Recognition"
3407: COUN,"Stat Aspects Hum Pop Gen"
3408: COUN,"Stat Inf/Time-Series Modelling"
3409: COUN,"Stat Inference Theory II"
3410: COUN,"Stat Model-Ecol/Evol Biol"
3411: COUN,"Stat Modellng/Data Analysis II"
3412: COUN,"States & Nationalism"
3413: COUN,"Statist Inference Theory I"
3414: COUN,"Statistic Pattern Recognition"
3415: COUN,"Statistical Graphics"
3416: COUN,"Statistical Inference"
3417: COUN,"Statistical Machine Learning"
3418: COUN,"Statistical Mechanics"
3419: COUN,"Stochastic Mthds in Finance"
3420: COUN,"Stochastic Processes-Appl I"
3421: COUN,"Stress3422: COUN,"Struc Mod Russian I"
3423: COUN,"Structuralism"
3424: COUN,"Studies In Dante"
3425: COUN,"Study Gend/Sexual in Arab Wrld"
3426: COUN,"Style/Senstion-Proust/Collette"
3427: COUN,"Subaltern Std/Prob of History"
3428: COUN,"Sufism In South Asia"
3429: COUN,"Superv Indiv Resch"
3430: COUN,"Supervised Indep Study"
3431: COUN,"Supervised Independent Study"
3432: COUN,"Supervised Reading II"
3433: COUN,"Supervisied Reading I"
3434: COUN,"Surrealism"
3435: COUN,"Surrealist Writing"
3436: COUN,"Surv Islamic Scienc"
3437: COUN,"Survey Methods"
3438: COUN,"Survival Analysis"
3439: COUN,"Symplectic Geometry"
3440: COUN,"Synth Mthds-Organic Chem"
3441: COUN,"Synth3442: COUN,"Techno-Polit3443: COUN,"Technobodies"
3444: COUN,"Textual Criticism"
3445: COUN,"The 30’s:Metropole & Colony"
3446: COUN,"The American 1870’s"
3447: COUN,"The Ancient Empires"
3448: COUN,"The Anthropology of Affliction"
3449: COUN,"The Archaeology of Empires"
3450: COUN,"The Balkans: 1878-1995"
3451: COUN,"The Body in the Art of India"
3452: COUN,"The Book In History"
3453: COUN,"The Chem of Nanocrystals"
3454: COUN,"The Dead3455: COUN,"The Direction of Time"
3456: COUN,"The Economics of Labor I"
3457: COUN,"The Economics of Labor II"
3458: COUN,"The Genesis of Buddhist Art"
3459: COUN,"The Great Depression"
3460: COUN,"The Indian Temple"
3461: COUN,"The Lit of African Art"
3462: COUN,"The Lit on Pre-Columbian Art"
3463: COUN,"The Philosophy of Space & Time"
3464: COUN,"The Poincare Conjecture"
3465: COUN,"The Renaissance in Europe"
3466: COUN,"The Russian Avant-Garde"
3467: COUN,"The South After Reconstruction"
3468: COUN,"The Temporal Revolution"
3469: COUN,"The U.S. & Europe 1890-2014"
3470: COUN,"The Writers of Prague"
3471: COUN,"Thea & Spectacle/Russ Culture"
3472: COUN,"Themes Brit Literat"
3473: COUN,"Themes in Amer Polit Devel"
3474: COUN,"Theor Overview/Intl Confl Reso"
3475: COUN,"Theories & Debates/Amer Polit"
3476: COUN,"Theories of Sexuality/Americas"
3477: COUN,"Theories of Universalism"
3478: COUN,"Theory & Method I"
3479: COUN,"Thermodynam-React in Solids"
3480: COUN,"Thing Theory"
3481: COUN,"Third World: After Sovereignty"
3482: COUN,"Third Year Japanese I"
3483: COUN,"Thry Culture Latin America"
3484: COUN,"Thry of Internatl Polit Econ"
3485: COUN,"Thry/Mthd - Study of Religion"
3486: COUN,"Thry: Continuit & Transfmtn"
3487: COUN,"Time Series Analysis"
3488: COUN,"Titian"
3489: COUN,"Tolstoy"
3490: COUN,"Top Arithmetic Geometry II"
3491: COUN,"Topics In Metaphysics"
3492: COUN,"Topics Urban Hist"
3493: COUN,"Topics in Advanced Statistics"
3494: COUN,"Topics in Conservation Biology"
3495: COUN,"Topics in Econometrics I"
3496: COUN,"Topics in Economic Geography"
3497: COUN,"Topics in Health Economics"
3498: COUN,"Topics in Musicology"
3499: COUN,"Topics in Number THeory"
3500: COUN,"Topics in Political Economics"
3501: COUN,"Topics in Political Philosophy"
3502: COUN,"Topics in Toplogy"
3503: COUN,"Towards A New Crit Polit Econ"
3504: COUN,"Tpc: Amer Religious History"
3505: COUN,"Tpc: Info Processing"
3506: COUN,"Tpc:Elec & Comput Engineering"
3507: COUN,"Tpcs Fdtns of Quantum Mechanic"
3508: COUN,"Tpcs Galois Representations"
3509: COUN,"Tpcs In Algebraic Geometry"
3510: COUN,"Tpcs Theory of Knowledge"
3511: COUN,"Tpcs in Advanced Probability"
3512: COUN,"Tpcs in Computer Graphics"
3513: COUN,"Tpcs in Part Diff Equatns"
3514: COUN,"Tpcs in Political Philosophy"
3515: COUN,"Tpcs in Signal Processing"
3516: COUN,"Tpcs in Stochastic Analysis"
3517: COUN,"Tpcs: Anthro of Middle East"
3518: COUN,"Tpcs: Anthro of Modern Japan"
3519: COUN,"Tpcs: Ecstasy/Relig Affects"
3520: COUN,"Tpcs: From Data to Solutions"
3521: COUN,"Tpcs: Internet Routing"
3522: COUN,"Tpcs: Representation Theory"
3523: COUN,"Tpcs: Theatre History & Theory"
3524: COUN,"Tpcs: Theories of Embodiment"
3525: COUN,"Tpcs:American Religious Hist"
3526: COUN,"Trad/Innov Germ Arch 1800-1930"
3527: COUN,"Translate Indig S African Lang"
3528: COUN,"Translatn & Rdng I"
3529: COUN,"Transpacific Musicology"
3530: COUN,"Trends in Early 20C Poetry"
3531: COUN,"Tropical Field Ecology II"
3532: COUN,"Tsvetaeta & Others"
3533: COUN,"U.S. Latino Literature"
3534: COUN,"U.S. Soc/Culture History"
3535: COUN,"U.S.3536: COUN,"Understanding Modern Tibet"
3537: COUN,"Urban African Culture"
3538: COUN,"Us Frgn Pol/Pers Gf"
3539: COUN,"Verdin Mus Dramatur"
3540: COUN,"Vis Narr in Indian Sculpt3541: COUN,"Visual & Material Cultur-China"
3542: COUN,"Visual Databases"
3543: COUN,"Visual Interfaces to Computers"
3544: COUN,"Walter Benjamin-Prob-Vis Cult"
3545: COUN,"War & Social Theory"
3546: COUN,"War/Peace/Strategy in 20 Cent"
3547: COUN,"Wave Transmission-Fiber Optics"
3548: COUN,"Wavelet Appl-Biomed Imag Proc"
3549: COUN,"Western Europe"
3550: COUN,"Western Market Econ"
3551: COUN,"Wetlands & Climate Change"
3552: COUN,"Who Cares"
3553: COUN,"Wireless & Mobile Net I"
3554: COUN,"Wireless & Mobile Network II"
3555: COUN,"Wittgenstein"
3556: COUN,"Wkshp in Urban & Policy Res"
3557: COUN,"Wom/Patronage in Mediev Art"
3558: COUN,"Women & Gender in Korean Hist"
3559: COUN,"Women Novelists/19C Russia"
3560: COUN,"World Trading System"
3561: COUN,"Writing-History of Chinese Art"
3562: COUN,"X-Ray Diffraction"
3563: COUN,"Yoon Dynast Paintng"
3564: COUN,"Yoruba and the Diaspora"
3565: CRIM,"Adv Analyses Meth/Phys Evdnce"
3566: CRIM,"Adv Criminalistics III"
3567: CRIM,"Adv Forensic Instrumentation I"
3568: CRIM,"Adv Forensic Instrumentatn I"
3569: CRIM,"Adv Forensic Instrumentatn II"
3570: CRIM,"Adv Forensic Instrumntation II"
3571: CRIM,"Adv Topics Trace Evid Analysis"
3572: CRIM,"Advanced Correction"
3573: CRIM,"Advanced Corrections"
3574: CRIM,"Advanced Criminalistics I"
3575: CRIM,"Advanced Criminalistics II"
3576: CRIM,"Advanced Criminalistics III"
3577: CRIM,"Advanced Criminology"
3578: CRIM,"Advanced Penology"
3579: CRIM,"Appl Resch/Stat Crj"
3580: CRIM,"Capital Punishment"
3581: CRIM,"Cntmp Correction"
3582: CRIM,"Cntmpry Corrections"
3583: CRIM,"Comp Police Systems"
3584: CRIM,"Comparative Police Admin"
3585: CRIM,"Comparative Systems Crim Just"
3586: CRIM,"Comparative Systems of CRJ"
3587: CRIM,"Computer Security"
3588: CRIM,"Conceptual Found Criminal Law"
3589: CRIM,"Concpt Foundtns Crim Procedure"
3590: CRIM,"Constit Crim Proced"
3591: CRIM,"Constitution & Crim Justice"
3592: CRIM,"Contemp Sentencing"
3593: CRIM,"Contemporary Issues"
3594: CRIM,"Control Sexual Behv"
3595: CRIM,"Controvers Correctn"
3596: CRIM,"Courts and Criminal Justice"
3597: CRIM,"Crim Law/Polic Admn"
3598: CRIM,"Crim3599: CRIM,"Crime & Drugs"
3600: CRIM,"Crime & Justice Theory"
3601: CRIM,"Crime Mapping"
3602: CRIM,"Crime Scene Investigation"
3603: CRIM,"Criminology and Public Policy"
3604: CRIM,"Crj/Time Seres Meth"
3605: CRIM,"Data Management"
3606: CRIM,"Death Penalty"
3607: CRIM,"Deviance Theory"
3608: CRIM,"Dissemination of Knowledge"
3609: CRIM,"Dissertation Supervision"
3610: CRIM,"Doct Dissrt Seminar"
3611: CRIM,"Drugs3612: CRIM,"Drugs3613: CRIM,"Economics Of Crime"
3614: CRIM,"Electron Microscopy"
3615: CRIM,"Ethnography & Criminal Justice"
3616: CRIM,"Ethnography/Criminology"
3617: CRIM,"Exp Test/Ethical Iss Foren Sci"
3618: CRIM,"Experimental & Socl Psy & CRJ"
3619: CRIM,"Fairness/Crimin Sys"
3620: CRIM,"Feminist Criminology"
3621: CRIM,"Forensic"
3622: CRIM,"Forensic Sci and Crim Just Sys"
3623: CRIM,"Forensic Sci in Crim Just Sys"
3624: CRIM,"Frnsic Exam/Firearms/Toolmrks"
3625: CRIM,"Gender & Violence"
3626: CRIM,"Genetics for Forensic Sci"
3627: CRIM,"Genetics/Forensic Sci - Lab"
3628: CRIM,"Hist Socio Of Crj"
3629: CRIM,"Hist of Police Administration"
3630: CRIM,"History Punishment"
3631: CRIM,"History of Criminal Justice"
3632: CRIM,"Homeland Security & Terrorism"
3633: CRIM,"Hostage Negotiation"
3634: CRIM,"Hypnos3635: CRIM,"Impression & Pattern Evidence"
3636: CRIM,"Independent Study"
3637: CRIM,"Independent Study:Special Tpcs"
3638: CRIM,"Interned and Criminal Justice"
3639: CRIM,"Issues In Crj"
3640: CRIM,"Issues in Criminal Justice"
3641: CRIM,"Justice/Pub Policy"
3642: CRIM,"Juv Delinq/Justice/Corrections"
3643: CRIM,"Juv Delinquency/Dev"
3644: CRIM,"Juvenile Delinquency"
3645: CRIM,"Law And Evidence"
3646: CRIM,"Mngmt/Comput Applic"
3647: CRIM,"Molecular Biology I"
3648: CRIM,"Molecular Biology I - Lab"
3649: CRIM,"Molecular Biology II"
3650: CRIM,"Molecular Biology II - Lab"
3651: CRIM,"Operations Research"
3652: CRIM,"Organ Beh/Plcy Makng Crim Jus"
3653: CRIM,"Organ Crime Cntrl"
3654: CRIM,"Organized Crime"
3655: CRIM,"Organized/Whte Collar Crime"
3656: CRIM,"Person Assessmnt I"
3657: CRIM,"Persuasion/Violence"
3658: CRIM,"Phil/Ethical Prob Crim Justice"
3659: CRIM,"Phil/Ethical Problms Crim Just"
3660: CRIM,"Phil/Thrtcl Bases of Cont Corr"
3661: CRIM,"Philosphy of Law"
3662: CRIM,"Physiol/Crim Behav"
3663: CRIM,"Pol Analysis/Inspctn/Oversight"
3664: CRIM,"Pol Thry of Crim Justice"
3665: CRIM,"Pol/Econ Theories in CRJ"
3666: CRIM,"Police And The Law"
3667: CRIM,"Police Ethics"
3668: CRIM,"Police In Crim Just"
3669: CRIM,"Police Professionalism"
3670: CRIM,"Police in the Social Order"
3671: CRIM,"Policing"
3672: CRIM,"Policy Analysis Crim Just"
3673: CRIM,"Policy Eval In Crj"
3674: CRIM,"Prison Popul Trends"
3675: CRIM,"Prob in Contemp Corrections"
3676: CRIM,"Prob in Police Administr"
3677: CRIM,"Prob-Orient Policing"
3678: CRIM,"Problem Oriented Policing"
3679: CRIM,"Profiling"
3680: CRIM,"Proseminar in Criminal Justice"
3681: CRIM,"Psyc Aspct Alchlism"
3682: CRIM,"Psych Of Victimiztn"
3683: CRIM,"Psych/Crimin Justc"
3684: CRIM,"Psych/Hist Meanings"
